V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,Class
0.0,-36804.0,36804.0,0.0,21.0,170.0,467546.0,-36804.0,0.0,0.0,0.0,0.0,170.0,4600.0,386.0,12.0,65.0,9.0,-21299.0,0
0.0,14313.0,14313.0,-28.0,8.0,0.0,22729.0,4241.0,66.0,0.0,66.0,66.0,0.0,0.0,49.0,16.0,14.0,4.0,-8283.0,1
0.0,530.0,14313.0,0.0,8.0,0.0,181829.0,-14313.0,0.0,14313.0,66.0,66.0,0.0,0.0,91.0,1.0,0.0,4.0,0.0,0
0.0,4241.0,-530113.0,-66.0,8.0,0.0,181829.0,-14313.0,0.0,0.0,0.0,0.0,181829.0,530.0,2.0,2.0,8.0,4.0,-8283.0,0
0.0,36804.0,36804.0,21.0,21.0,0.0,36804.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,476.0,51.0,0.0,9.0,0.0,1
224.0,8283.0,14313.0,0.0,8.0,0.0,0.0,4241.0,1789.0,530.0,0.0,0.0,530.0,66264.0,660.0,500.0,21.0,4.0,-8283.0,1
0.0,170.0,36804.0,0.0,21.0,21.0,58443.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,178.0,4.0,0.0,57.0,0.0,0
66.0,14313.0,14313.0,0.0,-8.0,0.0,22729.0,4241.0,66.0,14313.0,2841.0,2841.0,14313.0,181829.0,47.0,79.0,25.0,4.0,0.0,1
1363.0,36804.0,36804.0,-170.0,21.0,0.0,0.0,10905.0,0.0,0.0,7305.0,7305.0,4600.0,21299.0,1415.0,348.0,0.0,9.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,8283.0,14313.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,194.0,100.0,0.0,24.0,-4241.0,1
10905.0,-4600.0,36804.0,0.0,-21.0,21.0,170388.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,11.0,249.0,54.0,8.0,-21299.0,0
0.0,14313.0,14313.0,8.0,8.0,1789.0,4241.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,1089.0,19.0,0.0,3.0,0.0,1
0.0,4241.0,14313.0,0.0,8.0,1789.0,22729.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,70.0,4.0,0.0,24.0,0.0,1
1035.0,4241.0,14313.0,0.0,8.0,1789.0,4241.0,4241.0,0.0,0.0,224.0,224.0,14313.0,14313.0,10.0,61.0,18.0,3.0,-4241.0,1
0.0,-14313.0,14313.0,28.0,8.0,66.0,181829.0,0.0,0.0,14313.0,0.0,0.0,0.0,181829.0,15.0,1.0,25.0,4.0,-8283.0,0
530.0,14313.0,14313.0,-28.0,8.0,0.0,4241.0,4241.0,1789.0,14313.0,66.0,66.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1
0.0,-14313.0,14313.0,66.0,-8.0,0.0,22729.0,-14313.0,0.0,0.0,0.0,0.0,530.0,66264.0,0.0,0.0,21.0,4.0,-8283.0,0
0.0,10905.0,36804.0,-170.0,21.0,0.0,0.0,-21299.0,0.0,0.0,0.0,0.0,58443.0,58443.0,118.0,14.0,37.0,13.0,-21299.0,1
1035.0,66.0,14313.0,0.0,8.0,8.0,14313.0,4241.0,0.0,0.0,66.0,0.0,0.0,0.0,5.0,69.0,19.0,4.0,-4241.0,0
0.0,-14313.0,14313.0,-8.0,8.0,0.0,181829.0,4241.0,66.0,530.0,0.0,0.0,66264.0,181829.0,14.0,6.0,21.0,5.0,-8283.0,0
0.0,21299.0,36804.0,0.0,21.0,0.0,21299.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,472.0,8.0,0.0,9.0,0.0,1
0.0,4241.0,14313.0,0.0,8.0,1789.0,14313.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,9.0,5.0,0.0,3.0,0.0,0
0.0,8283.0,14313.0,-66.0,8.0,1789.0,0.0,4241.0,66.0,14313.0,66.0,66.0,0.0,181829.0,162.0,27.0,23.0,4.0,-8283.0,0
66.0,14313.0,14313.0,0.0,8.0,8283.0,22729.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,258.0,82.0,0.0,23.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,1789.0,4241.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,112.0,44.0,0.0,4.0,-4241.0,1
0.0,530.0,14313.0,129.0,-8.0,1789.0,22729.0,-66.0,0.0,14313.0,66.0,66.0,0.0,66264.0,128.0,1.0,23.0,4.0,0.0,1
0.0,8283.0,14313.0,0.0,8.0,0.0,22729.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,38.0,6.0,0.0,17.0,0.0,0
0.0,8283.0,14313.0,8.0,-8.0,1789.0,8283.0,4241.0,0.0,14313.0,66.0,66.0,0.0,14313.0,14.0,6.0,26.0,4.0,0.0,0
0.0,14313.0,14313.0,0.0,8.0,1789.0,0.0,4241.0,66.0,0.0,66.0,66.0,0.0,530.0,1027.0,37.0,20.0,4.0,0.0,1
0.0,530.0,14313.0,-28.0,8.0,1789.0,0.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,4.0,7.0,0.0,3.0,-8283.0,0
530.0,14313.0,14313.0,-129.0,8.0,0.0,0.0,4241.0,8283.0,14313.0,224.0,0.0,530.0,14313.0,1158.0,1023.0,24.0,4.0,-8283.0,0
0.0,66.0,14313.0,8.0,8.0,8.0,22729.0,4241.0,0.0,14313.0,1035.0,224.0,14313.0,181829.0,8.0,2.0,27.0,4.0,0.0,1
0.0,8283.0,-530113.0,-28.0,8.0,0.0,0.0,4241.0,0.0,0.0,2841.0,2841.0,14313.0,14313.0,7.0,1.0,14.0,5.0,-8283.0,0
0.0,4241.0,14313.0,28.0,8.0,1789.0,22729.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,7.0,2.0,0.0,4.0,-8283.0,1
0.0,-14313.0,14313.0,8.0,8.0,8.0,14313.0,4241.0,0.0,14313.0,0.0,0.0,530.0,181829.0,6645.0,2.0,25.0,4.0,0.0,1
0.0,14313.0,14313.0,0.0,8.0,1789.0,0.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,74.0,9.0,0.0,4.0,-8283.0,1
0.0,21299.0,36804.0,21.0,21.0,4600.0,0.0,10905.0,0.0,0.0,1363.0,0.0,0.0,170.0,71.0,15.0,63.0,10.0,-21299.0,1
224.0,14313.0,14313.0,-8.0,8.0,0.0,4241.0,4241.0,8283.0,0.0,66.0,66.0,0.0,530.0,50.0,241.0,18.0,4.0,-8283.0,1
0.0,8283.0,14313.0,0.0,-8.0,0.0,22729.0,4241.0,0.0,14313.0,1035.0,0.0,0.0,66264.0,14.0,9.0,22.0,4.0,0.0,0
0.0,36804.0,36804.0,-333.0,21.0,0.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,57.0,0.0,10.0,0.0,1
66.0,8283.0,14313.0,0.0,8.0,8283.0,181829.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,76.0,68.0,0.0,4.0,0.0,0
0.0,530.0,14313.0,0.0,-8.0,1789.0,181829.0,4241.0,0.0,14313.0,66.0,66.0,0.0,66264.0,21.0,3.0,23.0,4.0,-8283.0,0
0.0,530.0,14313.0,129.0,8.0,0.0,0.0,-14313.0,0.0,4241.0,66.0,66.0,0.0,66264.0,8.0,1.0,19.0,4.0,0.0,0
0.0,-14313.0,14313.0,0.0,8.0,0.0,181829.0,-14313.0,0.0,530.0,0.0,0.0,0.0,0.0,6.0,4.0,18.0,5.0,-8283.0,1
10905.0,36804.0,36804.0,-170.0,21.0,0.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,1
66.0,14313.0,14313.0,0.0,8.0,1789.0,181829.0,4241.0,1789.0,14313.0,66.0,66.0,0.0,0.0,593.0,139.0,0.0,4.0,0.0,1
0.0,1363.0,36804.0,-170.0,21.0,0.0,0.0,10905.0,0.0,0.0,0.0,0.0,170.0,21299.0,54.0,7.0,51.0,13.0,-21299.0,1
0.0,36804.0,36804.0,333.0,21.0,0.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,7681.0,0.0,11.0,0.0,1
10905.0,36804.0,36804.0,-72.0,21.0,0.0,10905.0,10905.0,0.0,0.0,1363.0,0.0,0.0,4600.0,1412.0,0.0,61.0,10.0,-21299.0,1
21299.0,21299.0,36804.0,0.0,21.0,21299.0,36804.0,10905.0,0.0,0.0,170.0,170.0,0.0,4600.0,0.0,582.0,73.0,9.0,0.0,1
0.0,14313.0,14313.0,0.0,8.0,1789.0,22729.0,-14313.0,8283.0,0.0,0.0,0.0,66264.0,530.0,4.0,2.0,20.0,22.0,-8283.0,0
0.0,530.0,14313.0,0.0,8.0,1789.0,181829.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,46.0,2.0,0.0,4.0,0.0,0
1363.0,36804.0,36804.0,72.0,21.0,21299.0,21299.0,10905.0,0.0,0.0,1363.0,0.0,0.0,4600.0,14355.0,172.0,73.0,9.0,0.0,1
0.0,14313.0,14313.0,0.0,8.0,0.0,0.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,102.0,26.0,0.0,20.0,0.0,1
10905.0,36804.0,36804.0,-72.0,21.0,4600.0,10905.0,10905.0,0.0,0.0,7305.0,7305.0,0.0,0.0,70.0,0.0,0.0,9.0,0.0,1
224.0,4241.0,14313.0,0.0,-8.0,1789.0,0.0,4241.0,8283.0,530.0,224.0,0.0,0.0,66264.0,11.0,26.0,21.0,4.0,-8283.0,1
0.0,36804.0,36804.0,21.0,21.0,4600.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,39.0,0.0,63.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,0.0,66264.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,738.0,27.0,0.0,4.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,1789.0,14313.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,0.0,16.0,0.0,4.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,1789.0,14313.0,4241.0,8283.0,0.0,66.0,66.0,0.0,530.0,19.0,7.0,19.0,4.0,-4241.0,1
0.0,10905.0,36804.0,0.0,21.0,0.0,467546.0,-36804.0,0.0,0.0,0.0,0.0,0.0,170.0,0.0,21.0,49.0,10.0,0.0,1
0.0,66.0,14313.0,8.0,8.0,8.0,0.0,4241.0,0.0,0.0,66.0,66.0,0.0,0.0,1.0,1.0,18.0,4.0,0.0,1
0.0,21299.0,36804.0,0.0,21.0,4600.0,58443.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,3594.0,27.0,0.0,9.0,0.0,1
0.0,4241.0,14313.0,0.0,-8.0,1789.0,22729.0,0.0,66.0,0.0,530.0,0.0,0.0,530.0,48.0,77.0,19.0,4.0,-8283.0,1
0.0,530.0,14313.0,28.0,-8.0,0.0,22729.0,0.0,0.0,530.0,1035.0,0.0,0.0,14313.0,6.0,1.0,19.0,4.0,0.0,0
0.0,530.0,14313.0,0.0,8.0,1789.0,22729.0,4241.0,0.0,0.0,530.0,0.0,0.0,14313.0,4.0,3.0,19.0,4.0,0.0,0
1363.0,36804.0,36804.0,170.0,-21.0,0.0,0.0,10905.0,0.0,0.0,7305.0,7305.0,0.0,0.0,11217.0,182.0,0.0,12.0,0.0,1
0.0,4241.0,14313.0,28.0,8.0,0.0,22729.0,-66.0,0.0,14313.0,66.0,66.0,0.0,0.0,60.0,1.0,0.0,4.0,0.0,0
0.0,14313.0,14313.0,0.0,8.0,0.0,0.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,8.0,19.0,0.0,4.0,0.0,1
0.0,36804.0,36804.0,72.0,21.0,4600.0,10905.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,82.0,0.0,52.0,0.0,1
21299.0,21299.0,36804.0,0.0,-21.0,4600.0,170388.0,10905.0,0.0,0.0,0.0,0.0,0.0,0.0,1635.0,106.0,51.0,9.0,-21299.0,1
21299.0,10905.0,36804.0,0.0,21.0,4600.0,36804.0,10905.0,0.0,0.0,575.0,0.0,0.0,170.0,311.0,116.0,59.0,8.0,-10905.0,1
0.0,21299.0,36804.0,21.0,21.0,4600.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,18.0,0.0,12.0,0.0,1
0.0,-36804.0,36804.0,0.0,21.0,0.0,58443.0,-36804.0,0.0,0.0,0.0,0.0,-21.0,-170.0,51.0,31.0,68.0,11.0,-21299.0,0
1035.0,4241.0,14313.0,0.0,8.0,8283.0,14313.0,4241.0,8283.0,0.0,66.0,66.0,0.0,0.0,182.0,177.0,23.0,3.0,-4241.0,0
0.0,36804.0,36804.0,0.0,21.0,4600.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,286.0,12.0,0.0,9.0,0.0,1
4600.0,36804.0,36804.0,-72.0,21.0,0.0,10905.0,10905.0,0.0,0.0,170.0,0.0,170.0,4600.0,4867.0,1018.0,47.0,11.0,0.0,1
0.0,4241.0,14313.0,-66.0,8.0,8283.0,0.0,4241.0,0.0,14313.0,224.0,0.0,0.0,181829.0,32.0,12.0,27.0,4.0,-8283.0,0
0.0,8283.0,14313.0,8.0,8.0,0.0,22729.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,37.0,4.0,0.0,5.0,0.0,0
0.0,4241.0,14313.0,0.0,8.0,0.0,0.0,4241.0,0.0,0.0,0.0,0.0,14313.0,14313.0,34.0,4.0,16.0,4.0,-8283.0,0
10905.0,36804.0,36804.0,-72.0,21.0,0.0,10905.0,10905.0,0.0,0.0,7305.0,7305.0,0.0,0.0,0.0,0.0,0.0,10.0,-21299.0,1
0.0,14313.0,-530113.0,8.0,-8.0,0.0,66264.0,4241.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,11.0,15.0,5.0,-8283.0,0
1035.0,4241.0,-530113.0,0.0,8.0,0.0,14313.0,4241.0,0.0,0.0,66.0,66.0,14313.0,66264.0,12.0,2.0,14.0,5.0,-4241.0,1
0.0,-14313.0,14313.0,-8.0,8.0,0.0,181829.0,-14313.0,0.0,4241.0,0.0,0.0,530.0,181829.0,3.0,1.0,18.0,4.0,0.0,0
66.0,4241.0,14313.0,8.0,-8.0,1789.0,14313.0,4241.0,66.0,0.0,0.0,0.0,0.0,0.0,876.0,94.0,17.0,4.0,0.0,1
0.0,8283.0,14313.0,0.0,8.0,1789.0,0.0,4241.0,66.0,530.0,0.0,0.0,0.0,530.0,0.0,18.0,21.0,3.0,0.0,0
0.0,4241.0,14313.0,0.0,8.0,8283.0,181829.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,464.0,31.0,0.0,4.0,0.0,1
0.0,14313.0,14313.0,0.0,8.0,0.0,0.0,4241.0,0.0,14313.0,66.0,66.0,0.0,14313.0,143.0,7.0,22.0,19.0,0.0,0
0.0,-14313.0,14313.0,-8.0,8.0,0.0,0.0,4241.0,8283.0,0.0,0.0,0.0,271418.0,271418.0,5.0,1.0,18.0,5.0,-8283.0,0
1035.0,4241.0,14313.0,0.0,-8.0,1789.0,14313.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,36.0,40.0,0.0,3.0,-8283.0,0
0.0,530.0,14313.0,0.0,8.0,8283.0,22729.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,582.0,4.0,0.0,4.0,0.0,1
1035.0,66.0,14313.0,0.0,8.0,66.0,14313.0,4241.0,0.0,0.0,224.0,0.0,0.0,14313.0,7.0,3556.0,23.0,3.0,-4241.0,1
0.0,0.0,14313.0,-66.0,8.0,0.0,181829.0,4241.0,0.0,0.0,66.0,66.0,0.0,-66.0,0.0,0.0,15.0,3.0,-8283.0,0
0.0,21299.0,36804.0,-72.0,21.0,21299.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,46.0,0.0,58.0,0.0,1
0.0,14313.0,14313.0,0.0,8.0,0.0,22729.0,4241.0,8283.0,4241.0,0.0,0.0,-66.0,0.0,2.0,0.0,17.0,5.0,-8283.0,0
0.0,10905.0,36804.0,21.0,21.0,4600.0,58443.0,10905.0,0.0,0.0,1363.0,0.0,0.0,4600.0,1341.0,5.0,63.0,11.0,0.0,1
0.0,530.0,14313.0,129.0,-8.0,1789.0,0.0,-66.0,0.0,14313.0,1035.0,0.0,0.0,271418.0,80.0,1.0,24.0,5.0,0.0,0
0.0,0.0,14313.0,8.0,8.0,0.0,66264.0,4241.0,66.0,530.0,0.0,0.0,66264.0,181829.0,1455.0,8.0,19.0,18.0,-8283.0,1
0.0,0.0,14313.0,0.0,-8.0,8.0,22729.0,-1789.0,0.0,0.0,0.0,0.0,0.0,66264.0,2.0,1.0,20.0,4.0,-8283.0,0
0.0,530.0,14313.0,0.0,-8.0,1789.0,0.0,4241.0,8283.0,0.0,66.0,66.0,0.0,530.0,2.0,60.0,21.0,3.0,0.0,1
0.0,530.0,14313.0,-28.0,8.0,0.0,8283.0,4241.0,0.0,530.0,0.0,0.0,0.0,14313.0,28.0,3.0,19.0,4.0,-8283.0,0
1035.0,8283.0,14313.0,0.0,8.0,8283.0,66264.0,4241.0,8283.0,530.0,66.0,66.0,0.0,530.0,17.0,62.0,23.0,26.0,0.0,0
224.0,4241.0,14313.0,-66.0,8.0,22729.0,0.0,4241.0,1789.0,14313.0,0.0,0.0,0.0,530.0,822.0,246.0,28.0,3.0,-8283.0,1
0.0,8283.0,14313.0,0.0,8.0,1789.0,22729.0,0.0,0.0,0.0,66.0,66.0,0.0,530.0,366.0,8.0,19.0,4.0,0.0,1
530.0,14313.0,14313.0,8.0,8.0,8283.0,4241.0,4241.0,1789.0,14313.0,66.0,66.0,0.0,0.0,134.0,1462.0,0.0,25.0,0.0,1
4600.0,36804.0,36804.0,0.0,21.0,4600.0,170388.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,1402.0,1474.0,0.0,47.0,0.0,1
0.0,14313.0,-530113.0,0.0,8.0,0.0,0.0,4241.0,66.0,530.0,2841.0,2841.0,14313.0,66264.0,424.0,40.0,16.0,5.0,-8283.0,1
0.0,10905.0,36804.0,0.0,21.0,0.0,0.0,10905.0,0.0,0.0,575.0,0.0,0.0,170.0,288.0,43.0,56.0,9.0,0.0,1
0.0,14313.0,14313.0,28.0,-8.0,0.0,0.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,25.0,4.0,0.0,4.0,0.0,1
0.0,-1789.0,14313.0,0.0,8.0,0.0,181829.0,-1789.0,0.0,0.0,530.0,66.0,66264.0,66264.0,2.0,1.0,15.0,4.0,-8283.0,0
0.0,14313.0,14313.0,28.0,8.0,0.0,22729.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,89.0,17.0,0.0,4.0,0.0,1
0.0,8283.0,14313.0,-8.0,8.0,1789.0,0.0,4241.0,0.0,14313.0,66.0,66.0,0.0,14313.0,41.0,5.0,25.0,4.0,-8283.0,0
530.0,14313.0,14313.0,-66.0,8.0,22729.0,0.0,4241.0,1789.0,0.0,66.0,66.0,0.0,0.0,1050.0,847.0,24.0,3.0,-8283.0,1
0.0,36804.0,36804.0,-170.0,21.0,0.0,170388.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,114.0,40.0,0.0,10.0,-21299.0,0
0.0,0.0,36804.0,-72.0,21.0,0.0,21299.0,10905.0,0.0,0.0,0.0,0.0,0.0,-21.0,115.0,7.0,39.0,10.0,-21299.0,1
1363.0,36804.0,36804.0,72.0,-21.0,0.0,10905.0,10905.0,0.0,0.0,0.0,0.0,0.0,0.0,715.0,293.0,50.0,47.0,0.0,1
0.0,170.0,36804.0,72.0,21.0,21.0,170388.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,8.0,4.0,0.0,9.0,-21299.0,0
0.0,4241.0,14313.0,28.0,-8.0,1789.0,22729.0,4241.0,0.0,14313.0,1035.0,0.0,0.0,66264.0,339.0,6.0,22.0,4.0,0.0,1
0.0,21299.0,36804.0,72.0,-21.0,4600.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,57.0,0.0,9.0,-21299.0,1
530.0,14313.0,14313.0,0.0,8.0,0.0,0.0,4241.0,1789.0,4241.0,66.0,66.0,0.0,530.0,29.0,16.0,20.0,4.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,0.0,66264.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,17.0,62.0,0.0,4.0,0.0,1
0.0,14313.0,14313.0,-66.0,8.0,22729.0,0.0,4241.0,0.0,0.0,0.0,0.0,181829.0,181829.0,16.0,9.0,26.0,32.0,-8283.0,0
0.0,10905.0,36804.0,0.0,21.0,4600.0,58443.0,-21299.0,0.0,0.0,170.0,170.0,0.0,0.0,26.0,7.0,0.0,10.0,-21299.0,0
0.0,14313.0,14313.0,0.0,8.0,0.0,0.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,1140.0,7.0,0.0,4.0,0.0,0
0.0,8283.0,14313.0,0.0,-8.0,1789.0,0.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,16.0,84.0,0.0,4.0,0.0,0
0.0,10905.0,36804.0,170.0,21.0,0.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,313.0,5.0,0.0,11.0,0.0,1
0.0,0.0,14313.0,66.0,8.0,8.0,181829.0,0.0,0.0,0.0,66.0,66.0,0.0,-66.0,1.0,0.0,16.0,3.0,-8283.0,0
0.0,0.0,14313.0,-28.0,8.0,0.0,181829.0,4241.0,0.0,0.0,0.0,0.0,-66.0,0.0,3.0,11.0,18.0,4.0,0.0,0
0.0,14313.0,14313.0,0.0,8.0,1789.0,0.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,112.0,15.0,0.0,19.0,0.0,1
0.0,1363.0,36804.0,0.0,21.0,4600.0,58443.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,154.0,7.0,0.0,9.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,1789.0,14313.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,236.0,13.0,0.0,4.0,0.0,1
224.0,14313.0,14313.0,0.0,8.0,8283.0,22729.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,276.0,174.0,0.0,4.0,0.0,1
1035.0,14313.0,14313.0,0.0,-8.0,1789.0,14313.0,4241.0,8283.0,530.0,2841.0,2841.0,0.0,530.0,230.0,93.0,21.0,4.0,-8283.0,1
0.0,10905.0,36804.0,0.0,21.0,4600.0,467546.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,7183.0,12.0,0.0,9.0,0.0,0
0.0,-14313.0,14313.0,0.0,8.0,8.0,22729.0,-14313.0,0.0,530.0,0.0,0.0,181829.0,271418.0,2.0,1.0,27.0,4.0,-8283.0,0
0.0,1363.0,36804.0,21.0,21.0,58443.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,5488.0,27.0,0.0,8.0,0.0,1
0.0,4241.0,14313.0,-28.0,8.0,1789.0,22729.0,4241.0,66.0,14313.0,66.0,66.0,0.0,181829.0,80.0,4.0,23.0,4.0,-8283.0,0
0.0,4241.0,14313.0,-66.0,8.0,1789.0,0.0,0.0,0.0,14313.0,530.0,0.0,0.0,14313.0,70.0,5.0,27.0,27.0,-8283.0,1
0.0,-14313.0,14313.0,8.0,-8.0,0.0,22729.0,-14313.0,0.0,0.0,0.0,0.0,181829.0,181829.0,5.0,1.0,23.0,4.0,-8283.0,1
0.0,-14313.0,14313.0,0.0,-8.0,530.0,181829.0,4241.0,66.0,530.0,66.0,0.0,14313.0,271418.0,19.0,98.0,29.0,3.0,-8283.0,0
21299.0,36804.0,36804.0,0.0,21.0,4600.0,36804.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,406.0,113.0,0.0,9.0,-10905.0,1
0.0,8283.0,-530113.0,28.0,-8.0,0.0,181829.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,64.0,7.0,0.0,4.0,-8283.0,1
66.0,14313.0,14313.0,0.0,8.0,1789.0,0.0,4241.0,1789.0,14313.0,66.0,66.0,0.0,14313.0,61.0,99.0,31.0,21.0,0.0,1
0.0,8283.0,14313.0,0.0,8.0,0.0,181829.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,38.0,31.0,0.0,4.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,0.0,14313.0,4241.0,66.0,530.0,66.0,66.0,0.0,530.0,191.0,5.0,19.0,4.0,-4241.0,1
0.0,8283.0,14313.0,8.0,8.0,1789.0,0.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,104.0,9.0,0.0,22.0,0.0,1
0.0,1363.0,36804.0,72.0,21.0,0.0,58443.0,0.0,0.0,0.0,0.0,0.0,0.0,4600.0,971.0,10.0,49.0,50.0,-21299.0,1
1035.0,14313.0,14313.0,0.0,8.0,22729.0,4241.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,0.0,909.0,0.0,3.0,-4241.0,1
21299.0,36804.0,36804.0,0.0,21.0,4600.0,36804.0,10905.0,0.0,0.0,1363.0,0.0,0.0,170.0,2571.0,122.0,64.0,52.0,-10905.0,1
1035.0,14313.0,14313.0,0.0,8.0,1789.0,66264.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,306.0,17.0,0.0,22.0,0.0,1
0.0,66.0,14313.0,0.0,8.0,66.0,22729.0,4241.0,0.0,4241.0,2841.0,2841.0,14313.0,66264.0,27.0,5.0,27.0,4.0,0.0,1
66.0,14313.0,14313.0,0.0,8.0,0.0,66264.0,4241.0,1789.0,14313.0,2841.0,2841.0,0.0,0.0,510.0,119.0,0.0,16.0,0.0,1
21299.0,10905.0,36804.0,0.0,21.0,0.0,10905.0,10905.0,0.0,0.0,0.0,0.0,0.0,-21.0,472.0,135.0,43.0,45.0,-10905.0,1
0.0,14313.0,14313.0,28.0,-8.0,1789.0,0.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,2983.0,12.0,0.0,3.0,0.0,1
530.0,14313.0,14313.0,0.0,8.0,1789.0,4241.0,4241.0,1789.0,14313.0,66.0,66.0,0.0,0.0,17.0,712.0,0.0,4.0,0.0,0
66.0,14313.0,14313.0,0.0,8.0,0.0,66264.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,341.0,111.0,0.0,3.0,0.0,1
0.0,14313.0,14313.0,0.0,8.0,0.0,0.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,86.0,57.0,0.0,20.0,0.0,0
0.0,530.0,14313.0,0.0,-8.0,1789.0,181829.0,0.0,0.0,0.0,224.0,0.0,0.0,530.0,27.0,9.0,18.0,4.0,0.0,1
0.0,-1789.0,-530113.0,0.0,8.0,0.0,22729.0,-14313.0,0.0,0.0,0.0,0.0,181829.0,181829.0,27.0,3.0,14.0,5.0,0.0,0
0.0,36804.0,36804.0,72.0,-21.0,0.0,0.0,10905.0,0.0,0.0,7305.0,7305.0,170.0,170.0,685.0,97.0,0.0,11.0,0.0,1
10905.0,36804.0,36804.0,-170.0,21.0,4600.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1
530.0,14313.0,14313.0,0.0,8.0,22729.0,22729.0,4241.0,1789.0,14313.0,66.0,66.0,0.0,0.0,992.0,6454.0,0.0,4.0,0.0,1
0.0,21299.0,36804.0,21.0,21.0,0.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,452.0,5.0,0.0,10.0,0.0,1
