V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,Class
0.0,4241.0,14313.0,28.0,-8.0,0.0,0.0,0.0,0.0,530.0,66.0,66.0,0.0,530.0,75.0,1.0,19.0,4.0,0.0,0
0.0,4241.0,14313.0,8.0,-8.0,0.0,22729.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,12.0,1.0,0.0,4.0,0.0,1
0.0,66.0,14313.0,0.0,8.0,8.0,181829.0,-66.0,0.0,0.0,2841.0,2841.0,530.0,0.0,187.0,3.0,17.0,3.0,0.0,0
0.0,4241.0,14313.0,66.0,8.0,0.0,22729.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,1743.0,2.0,0.0,4.0,0.0,1
0.0,-1789.0,14313.0,0.0,-8.0,66.0,181829.0,4241.0,0.0,0.0,66.0,66.0,0.0,14313.0,4.0,4.0,22.0,3.0,-8283.0,0
0.0,-14313.0,14313.0,0.0,8.0,0.0,0.0,-14313.0,0.0,0.0,0.0,0.0,0.0,14313.0,1.0,0.0,19.0,4.0,0.0,0
0.0,14313.0,14313.0,8.0,8.0,0.0,8283.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,139.0,10.0,0.0,4.0,0.0,0
0.0,0.0,14313.0,28.0,8.0,8.0,22729.0,4241.0,0.0,0.0,0.0,0.0,66264.0,66264.0,2426.0,4.0,23.0,4.0,0.0,1
0.0,-1789.0,14313.0,-28.0,8.0,66.0,0.0,4241.0,0.0,14313.0,66.0,66.0,0.0,181829.0,8.0,1.0,28.0,4.0,0.0,0
0.0,1363.0,36804.0,0.0,-21.0,0.0,467546.0,-170.0,0.0,0.0,0.0,0.0,170.0,58443.0,38.0,10.0,65.0,11.0,0.0,1
0.0,4241.0,14313.0,-8.0,8.0,0.0,8283.0,4241.0,1789.0,0.0,0.0,0.0,181829.0,181829.0,126.0,47.0,13.0,5.0,-8283.0,1
0.0,0.0,14313.0,0.0,-8.0,8.0,0.0,-66.0,0.0,0.0,2841.0,2841.0,14313.0,14313.0,191.0,0.0,21.0,4.0,0.0,0
0.0,36804.0,36804.0,0.0,21.0,0.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,23.0,0.0,9.0,0.0,1
1035.0,4241.0,14313.0,0.0,8.0,1789.0,4241.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,17.0,25.0,0.0,4.0,-4241.0,1
10905.0,36804.0,36804.0,-170.0,21.0,0.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,10.0,-21299.0,1
224.0,0.0,14313.0,0.0,-8.0,8.0,66264.0,4241.0,1789.0,0.0,0.0,0.0,530.0,66264.0,36.0,831.0,19.0,4.0,0.0,0
0.0,-1789.0,14313.0,-66.0,8.0,0.0,22729.0,-66.0,8283.0,0.0,224.0,530.0,66264.0,181829.0,57.0,1.0,19.0,4.0,-8283.0,1
0.0,4241.0,14313.0,0.0,8.0,0.0,181829.0,-8283.0,0.0,0.0,66.0,0.0,0.0,0.0,13.0,3.0,17.0,4.0,-8283.0,0
1363.0,36804.0,36804.0,-170.0,21.0,0.0,0.0,10905.0,0.0,0.0,575.0,2662.0,4600.0,170.0,0.0,262.0,42.0,37.0,0.0,1
0.0,8283.0,14313.0,0.0,8.0,1789.0,181829.0,4241.0,0.0,0.0,66.0,66.0,0.0,0.0,22.0,6.0,16.0,4.0,0.0,0
0.0,14313.0,14313.0,0.0,-8.0,1789.0,22729.0,-14313.0,1789.0,0.0,0.0,0.0,530.0,66264.0,19.0,3.0,20.0,21.0,-8283.0,1
0.0,-14313.0,14313.0,8.0,8.0,66.0,22729.0,-14313.0,0.0,530.0,0.0,0.0,14313.0,181829.0,122.0,0.0,25.0,4.0,0.0,0
0.0,530.0,14313.0,0.0,-8.0,1789.0,0.0,-1789.0,0.0,0.0,66.0,66.0,0.0,530.0,5.0,4.0,21.0,3.0,-8283.0,0
66.0,8283.0,14313.0,0.0,8.0,8283.0,0.0,4241.0,66.0,14313.0,530.0,0.0,0.0,14313.0,198.0,69.0,30.0,26.0,0.0,1
1035.0,8283.0,14313.0,0.0,-8.0,1789.0,22729.0,4241.0,8283.0,14313.0,2841.0,2841.0,0.0,0.0,386.0,21.0,0.0,23.0,0.0,1
0.0,4241.0,14313.0,0.0,8.0,0.0,66264.0,4241.0,0.0,0.0,66.0,66.0,0.0,0.0,48.0,10.0,17.0,3.0,0.0,1
0.0,36804.0,36804.0,0.0,21.0,0.0,36804.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,237.0,96.0,0.0,43.0,0.0,1
530.0,8283.0,14313.0,66.0,8.0,1789.0,66264.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,86.0,0.0,0.0,19.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,0.0,14313.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,16.0,2.0,0.0,4.0,0.0,1
0.0,530.0,14313.0,0.0,8.0,1789.0,22729.0,4241.0,1789.0,0.0,66.0,0.0,0.0,0.0,60.0,12.0,21.0,4.0,-8283.0,0
1035.0,8283.0,14313.0,0.0,8.0,0.0,14313.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,584.0,13.0,0.0,4.0,-4241.0,1
0.0,-14313.0,14313.0,0.0,8.0,0.0,181829.0,-14313.0,0.0,530.0,0.0,0.0,0.0,0.0,6.0,4.0,16.0,5.0,-8283.0,1
0.0,4241.0,14313.0,-28.0,8.0,8283.0,22729.0,4241.0,0.0,14313.0,66.0,66.0,0.0,181829.0,19.0,5.0,24.0,4.0,-8283.0,0
1035.0,14313.0,14313.0,0.0,8.0,1789.0,4241.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,184.0,22.0,0.0,19.0,-4241.0,1
0.0,4241.0,14313.0,0.0,8.0,0.0,0.0,4241.0,0.0,14313.0,66.0,0.0,0.0,530.0,123992.0,5.0,21.0,4.0,0.0,1
0.0,0.0,14313.0,28.0,8.0,0.0,0.0,-14313.0,1789.0,530.0,0.0,0.0,530.0,14313.0,6.0,2.0,19.0,4.0,-8283.0,1
0.0,66.0,14313.0,0.0,8.0,66.0,0.0,0.0,0.0,14313.0,66.0,66.0,0.0,14313.0,259.0,1.0,30.0,4.0,0.0,0
0.0,14313.0,14313.0,-66.0,8.0,0.0,0.0,4241.0,66.0,530.0,66.0,0.0,14313.0,66264.0,3083.0,55.0,18.0,4.0,-8283.0,1
10905.0,36804.0,36804.0,-170.0,21.0,0.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,1789.0,14313.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,93.0,4649.0,0.0,3.0,0.0,0
0.0,0.0,14313.0,-28.0,8.0,0.0,22729.0,-14313.0,0.0,4241.0,0.0,0.0,0.0,66264.0,2.0,1.0,20.0,4.0,-8283.0,0
1035.0,8283.0,14313.0,0.0,8.0,8283.0,181829.0,4241.0,1789.0,14313.0,66.0,66.0,0.0,14313.0,616.0,20.0,26.0,4.0,0.0,0
0.0,36804.0,36804.0,0.0,21.0,4600.0,467546.0,-170.0,0.0,0.0,170.0,0.0,170.0,4600.0,4.0,0.0,63.0,71.0,0.0,0
0.0,4241.0,-530113.0,-8.0,8.0,0.0,181829.0,4241.0,66.0,0.0,66.0,66.0,0.0,-66.0,2.0,3.0,12.0,4.0,0.0,1
0.0,4241.0,14313.0,0.0,8.0,1789.0,181829.0,-66.0,0.0,0.0,66.0,66.0,0.0,0.0,234.0,4.0,20.0,3.0,0.0,1
0.0,-1789.0,14313.0,0.0,-8.0,66.0,22729.0,4241.0,0.0,530.0,66.0,66.0,0.0,14313.0,7.0,7.0,23.0,3.0,-8283.0,0
0.0,8283.0,14313.0,0.0,8.0,0.0,0.0,4241.0,0.0,0.0,2841.0,2841.0,14313.0,530.0,22.0,2.0,13.0,4.0,-8283.0,1
1035.0,14313.0,14313.0,0.0,8.0,1789.0,14313.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,197.0,7.0,0.0,19.0,-4241.0,1
1035.0,8283.0,14313.0,0.0,8.0,8283.0,14313.0,4241.0,0.0,4241.0,0.0,0.0,0.0,0.0,273.0,593.0,24.0,23.0,-4241.0,1
1363.0,36804.0,36804.0,-170.0,21.0,0.0,0.0,10905.0,0.0,0.0,2662.0,575.0,170.0,4600.0,915.0,32.0,70.0,10.0,-21299.0,1
0.0,21299.0,36804.0,21.0,21.0,4600.0,467546.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,101.0,33.0,0.0,9.0,0.0,1
0.0,14313.0,14313.0,66.0,8.0,1789.0,22729.0,4241.0,0.0,0.0,0.0,0.0,0.0,530.0,2.0,0.0,21.0,4.0,0.0,0
0.0,-14313.0,14313.0,-28.0,8.0,0.0,22729.0,-14313.0,0.0,0.0,0.0,0.0,181829.0,181829.0,5.0,1.0,23.0,4.0,-8283.0,1
21299.0,21299.0,36804.0,0.0,21.0,4600.0,36804.0,10905.0,0.0,0.0,0.0,0.0,0.0,170.0,994.0,539.0,58.0,8.0,-10905.0,1
0.0,14313.0,14313.0,-129.0,8.0,1789.0,8283.0,4241.0,66.0,0.0,66.0,66.0,0.0,0.0,49.0,20.0,19.0,3.0,-8283.0,0
0.0,-14313.0,14313.0,-66.0,8.0,0.0,0.0,4241.0,1789.0,0.0,0.0,0.0,271418.0,271418.0,2.0,0.0,22.0,5.0,-8283.0,0
0.0,8283.0,14313.0,66.0,-8.0,0.0,0.0,4241.0,0.0,14313.0,224.0,0.0,-66.0,530.0,2347.0,3.0,24.0,4.0,0.0,1
0.0,-14313.0,14313.0,0.0,8.0,8.0,181829.0,-66.0,0.0,4241.0,0.0,0.0,0.0,66264.0,7.0,6.0,24.0,4.0,-8283.0,0
1035.0,14313.0,14313.0,0.0,8.0,1789.0,4241.0,4241.0,0.0,530.0,0.0,0.0,0.0,530.0,6.0,53.0,21.0,4.0,-4241.0,0
0.0,-36804.0,36804.0,0.0,21.0,0.0,0.0,10905.0,0.0,0.0,0.0,0.0,0.0,-21.0,64.0,13.0,44.0,12.0,-21299.0,0
1035.0,4241.0,14313.0,0.0,8.0,1789.0,14313.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,396.0,64.0,0.0,4.0,0.0,1
0.0,10905.0,36804.0,-72.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87239.0,87239.0,301.0,41.0,32.0,14.0,-21299.0,1
1035.0,14313.0,14313.0,0.0,-8.0,0.0,14313.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,20.0,4.0,0.0,4.0,-4241.0,0
0.0,14313.0,14313.0,0.0,-8.0,1789.0,0.0,4241.0,1789.0,530.0,66.0,66.0,0.0,66264.0,82.0,40.0,21.0,4.0,-8283.0,0
10905.0,10905.0,36804.0,0.0,21.0,4600.0,467546.0,10905.0,0.0,0.0,7305.0,7305.0,0.0,0.0,0.0,1709.0,0.0,9.0,0.0,1
0.0,0.0,36804.0,-72.0,21.0,0.0,0.0,10905.0,0.0,0.0,0.0,0.0,4600.0,87239.0,25.0,2.0,61.0,12.0,-21299.0,1
0.0,14313.0,14313.0,0.0,8.0,0.0,66264.0,4241.0,66.0,0.0,66.0,66.0,0.0,-66.0,13.0,20.0,14.0,17.0,0.0,1
0.0,66.0,14313.0,8.0,-8.0,1789.0,0.0,4241.0,0.0,14313.0,1035.0,0.0,0.0,14313.0,32.0,10.0,36.0,3.0,0.0,0
0.0,170.0,36804.0,72.0,21.0,170.0,0.0,0.0,0.0,0.0,170.0,170.0,0.0,0.0,32.0,3.0,0.0,10.0,0.0,0
0.0,66.0,14313.0,66.0,8.0,8.0,0.0,0.0,66.0,530.0,0.0,0.0,0.0,530.0,23896.0,10.0,22.0,4.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,22729.0,14313.0,4241.0,0.0,14313.0,66.0,66.0,0.0,0.0,1616.0,1140.0,0.0,26.0,-4241.0,0
0.0,14313.0,14313.0,0.0,8.0,1789.0,0.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,110.0,14.0,0.0,23.0,0.0,1
0.0,14313.0,-530113.0,0.0,-8.0,0.0,22729.0,4241.0,0.0,0.0,2841.0,2841.0,14313.0,14313.0,28.0,3.0,12.0,5.0,-8283.0,1
0.0,14313.0,14313.0,-129.0,8.0,1789.0,0.0,0.0,66.0,14313.0,224.0,0.0,0.0,271418.0,353.0,43.0,23.0,4.0,-8283.0,1
0.0,1363.0,36804.0,21.0,21.0,4600.0,58443.0,-170.0,0.0,0.0,170.0,170.0,0.0,0.0,45.0,4.0,0.0,10.0,0.0,1
1363.0,36804.0,36804.0,72.0,-21.0,0.0,10905.0,10905.0,0.0,0.0,0.0,0.0,0.0,170.0,11549.0,361.0,48.0,11.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,0.0,181829.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,58.0,1.0,0.0,4.0,0.0,0
0.0,10905.0,36804.0,21.0,21.0,0.0,0.0,10905.0,0.0,0.0,0.0,0.0,0.0,4600.0,2161.0,19.0,52.0,10.0,0.0,1
0.0,8283.0,-530113.0,0.0,8.0,0.0,22729.0,4241.0,0.0,0.0,0.0,224.0,66264.0,530.0,23.0,17.0,14.0,4.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,8283.0,14313.0,4241.0,8283.0,0.0,66.0,0.0,0.0,530.0,373.0,269.0,22.0,3.0,-4241.0,1
0.0,4241.0,-530113.0,0.0,-8.0,0.0,66264.0,4241.0,8283.0,0.0,224.0,0.0,0.0,-66.0,283.0,3.0,13.0,4.0,0.0,1
0.0,36804.0,36804.0,0.0,21.0,0.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,7718.0,22.0,0.0,10.0,0.0,1
0.0,21299.0,36804.0,0.0,21.0,0.0,170388.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,128.0,62.0,0.0,10.0,0.0,0
0.0,14313.0,14313.0,0.0,8.0,8283.0,0.0,4241.0,66.0,14313.0,66.0,66.0,0.0,0.0,156.0,42.0,0.0,24.0,0.0,1
1035.0,530.0,14313.0,0.0,-8.0,1789.0,14313.0,4241.0,0.0,4241.0,66.0,66.0,0.0,530.0,6.0,206.0,23.0,3.0,-4241.0,1
0.0,0.0,14313.0,-66.0,8.0,8.0,0.0,-14313.0,0.0,530.0,66.0,66.0,0.0,181829.0,1.0,0.0,21.0,4.0,-8283.0,0
0.0,66.0,14313.0,0.0,8.0,1789.0,0.0,4241.0,66.0,14313.0,2841.0,2841.0,0.0,0.0,233.0,17.0,0.0,3.0,0.0,1
0.0,36804.0,36804.0,0.0,21.0,4600.0,36804.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,0.0,64.0,0.0,51.0,0.0,1
0.0,4241.0,-530113.0,28.0,-8.0,0.0,22729.0,-1789.0,0.0,0.0,224.0,66.0,14313.0,66264.0,7.0,1.0,14.0,5.0,-8283.0,1
1035.0,14313.0,14313.0,0.0,8.0,0.0,14313.0,4241.0,66.0,530.0,0.0,0.0,0.0,530.0,626.0,44.0,19.0,4.0,-4241.0,1
1363.0,36804.0,36804.0,21.0,21.0,4600.0,36804.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,302.0,245.0,0.0,53.0,0.0,1
4600.0,36804.0,36804.0,-170.0,21.0,0.0,0.0,10905.0,0.0,0.0,7305.0,7305.0,0.0,0.0,27.0,669.0,0.0,11.0,0.0,1
0.0,1363.0,36804.0,21.0,21.0,21299.0,0.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,73.0,134.0,0.0,9.0,0.0,1
0.0,1363.0,36804.0,333.0,-21.0,58443.0,0.0,10905.0,0.0,0.0,170.0,0.0,0.0,21299.0,148.0,22.0,78.0,10.0,0.0,1
1035.0,14313.0,14313.0,0.0,8.0,1789.0,14313.0,4241.0,8283.0,14313.0,66.0,66.0,0.0,0.0,0.0,50.0,0.0,3.0,0.0,1
0.0,14313.0,14313.0,0.0,8.0,0.0,0.0,4241.0,66.0,530.0,66.0,66.0,0.0,530.0,0.0,22.0,19.0,4.0,0.0,1
21299.0,36804.0,36804.0,0.0,21.0,21299.0,36804.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,34693.0,329.0,0.0,9.0,0.0,1
0.0,10905.0,36804.0,21.0,21.0,21299.0,467546.0,10905.0,0.0,0.0,170.0,170.0,0.0,0.0,72219.0,106.0,0.0,10.0,0.0,1
0.0,-14313.0,14313.0,-66.0,8.0,0.0,0.0,-14313.0,0.0,4241.0,0.0,0.0,271418.0,271418.0,3.0,0.0,24.0,4.0,-8283.0,0
0.0,530.0,14313.0,28.0,-8.0,1789.0,0.0,4241.0,0.0,0.0,1035.0,530.0,66264.0,66264.0,23.0,6.0,22.0,3.0,-8283.0,1
66.0,14313.0,14313.0,0.0,8.0,8283.0,8283.0,4241.0,1789.0,14313.0,66.0,66.0,0.0,0.0,379.0,116.0,0.0,26.0,0.0,1
0.0,-1789.0,14313.0,0.0,8.0,0.0,22729.0,-1789.0,0.0,530.0,66.0,0.0,66264.0,66264.0,6.0,1.0,20.0,5.0,-8283.0,0
