LSOA,population_per_hectare
E01008735,44.7
E01008736,16.2
E01008737,80.7
E01008738,59.1
E01008836,40.9
E01008845,23.7
E01008846,52.6
E01008847,78.1
E01008850,4.4
E01008851,49.7
E01008760,31.8
E01008830,105.4
E01008832,132.8
E01008833,82.8
E01008843,35.5
E01008844,29.9
E01008848,14.3
E01008849,71.4
E01008852,53.5
E01008867,47.0
E01008868,45.2
E01008869,38.7
E01008870,47.6
E01008871,69.1
E01008872,18.3
E01008729,34.2
E01008730,36.2
E01008731,44.7
E01008732,53.9
E01008733,57.5
E01008734,23.2
E01008740,24.1
E01008781,38.5
E01008782,37.8
E01008783,47.0
E01008784,40.7
E01008785,41.8
E01008835,54.9
E01008823,41.2
E01008824,54.3
E01008825,38.6
E01008826,53.7
E01008827,37.7
E01008828,77.8
E01008829,32.8
E01008739,62.1
E01008741,16.7
E01008779,28.3
E01008780,30.8
E01008799,18.4
E01008861,23.2
E01008862,27.3
E01008863,16.7
E01008864,18.3
E01008865,21.3
E01008866,26.0
E01008773,46.5
E01008776,52.7
E01008777,39.0
E01008778,63.3
E01008809,10.8
E01008803,61.8
E01008804,38.0
E01008805,81.9
E01033077,26.9
E01008763,30.8
E01008764,24.7
E01008766,19.0
E01008768,8.7
E01008769,55.0
E01008772,10.3
E01008774,53.9
E01008775,17.0
E01008802,26.6
E01008808,18.1
E01008793,39.9
E01008795,30.8
E01008797,10.8
E01008800,56.2
E01008801,21.6
E01008765,2.7
E01008767,13.9
E01008770,18.0
E01008771,49.4
E01008720,2.7
E01008721,50.1
E01008796,22.1
E01032483,3.9
E01032484,2.1
E01008750,23.9
E01008751,22.2
E01008752,26.8
E01008753,28.8
E01008755,32.0
E01008714,37.0
E01008715,47.5
E01008716,12.6
E01008717,44.2
E01008749,25.9
E01008754,24.4
E01008718,24.0
E01008719,2.8
E01008742,21.6
E01008747,4.2
E01008748,9.6
E01008743,20.9
E01008744,3.3
E01008745,21.6
E01008746,4.5
E01012607,9.0
E01012608,30.3
E01012633,21.3
E01012634,37.3
E01012635,33.9
E01012636,16.3
E01012581,20.3
E01012582,40.1
E01012583,21.7
E01012587,33.2
E01012588,145.8
E01012574,97.8
E01012577,113.7
E01012578,97.6
E01012605,108.5
E01012606,22.2
E01012579,94.9
E01012580,111.0
E01012642,89.2
E01012645,94.8
E01012585,58.1
E01012586,106.1
E01012656,70.0
E01012657,147.2
E01012658,63.6
E01012629,22.6
E01012631,38.9
E01012643,32.6
E01012644,71.4
E01012655,24.5
E01012571,97.8
E01012572,68.0
E01012573,169.2
E01012575,26.1
E01012630,105.0
E01012576,34.4
E01012637,21.3
E01012638,57.8
E01012639,39.8
E01012640,58.2
E01012641,54.8
E01012595,35.3
E01012596,89.0
E01012622,43.8
E01012623,70.2
E01012624,51.2
E01012625,39.6
E01012584,4.9
E01012609,6.6
E01012610,24.7
E01012611,1.4
E01012612,44.2
E01012613,26.5
E01012600,38.0
E01012601,42.1
E01012602,21.5
E01012603,44.1
E01012604,46.5
E01012632,7.5
E01012594,68.0
E01012618,31.1
E01012619,57.0
E01012620,18.1
E01012621,81.0
E01012593,47.4
E01012597,27.3
E01012598,22.6
E01012599,20.2
E01012589,38.2
E01012590,19.9
E01012591,11.5
E01012648,30.6
E01012652,14.9
E01012617,36.1
E01012646,58.9
E01012647,28.3
E01012650,100.7
E01012649,31.0
E01012651,71.9
E01012653,5.2
E01012654,38.9
E01012614,36.1
E01012615,37.5
E01012616,7.0
E01012659,26.2
E01012660,1.7
E01012661,68.8
E01012592,1.7
E01012628,0.4
E01032485,0.6
E01032486,12.4
E01012663,35.6
E01012664,63.7
E01012665,46.4
E01012716,33.5
E01012719,58.2
E01012662,52.8
E01012703,41.4
E01012704,24.5
E01012706,45.6
E01012717,21.7
E01012666,52.2
E01012667,59.6
E01012668,34.6
E01012669,32.5
E01012718,43.4
E01012690,41.5
E01012691,41.3
E01012692,20.7
E01012705,39.8
E01012723,27.4
E01012693,43.0
E01012711,40.9
E01012747,61.9
E01012750,65.3
E01012681,41.4
E01012683,76.5
E01012748,43.9
E01012749,72.6
E01012707,45.7
E01012720,57.3
E01012721,72.7
E01012724,35.8
E01012678,89.8
E01012679,105.5
E01012680,58.9
E01012682,75.4
E01012684,122.2
E01012676,75.9
E01012677,61.3
E01012708,61.9
E01012709,76.8
E01012710,45.6
E01012722,13.2
E01012673,86.2
E01012675,106.2
E01012735,78.3
E01012736,30.6
E01012737,47.7
E01012670,142.3
E01012733,103.1
E01012734,92.7
E01012738,109.7
E01012739,89.7
E01012742,60.3
E01012712,14.7
E01012713,15.4
E01012715,63.7
E01012740,59.3
E01012741,65.4
E01012671,48.8
E01012672,47.1
E01012674,46.5
E01012751,56.1
E01012686,57.7
E01012687,22.6
E01012688,16.6
E01012689,44.8
E01012714,10.0
E01012695,92.9
E01012743,68.5
E01012744,88.5
E01012745,54.7
E01012746,63.4
E01012685,42.8
E01012694,74.4
E01012696,78.8
E01012697,51.5
E01012698,76.2
E01012726,66.1
E01012728,77.2
E01012752,26.2
E01012753,53.5
E01012754,72.6
E01012755,51.3
E01012701,48.7
E01012729,49.4
E01012730,11.1
E01012731,11.1
E01012732,23.5
E01012699,63.3
E01012700,78.6
E01012702,65.4
E01012725,66.2
E01012727,44.1
E01018393,0.5
E01018411,2.2
E01018412,0.7
E01018413,6.2
E01018414,7.1
E01018415,26.9
E01018416,22.9
E01018424,24.8
E01018425,33.8
E01018426,48.0
E01018427,18.4
E01018419,14.6
E01018420,35.9
E01018421,17.0
E01018422,3.9
E01018423,57.3
E01018395,3.7
E01018396,40.8
E01018400,36.0
E01018401,38.1
E01018398,34.9
E01018399,22.5
E01018402,27.7
E01018403,22.4
E01018397,16.7
E01018408,25.4
E01018409,28.5
E01018410,21.8
E01018404,6.5
E01018405,38.5
E01018406,1.9
E01018407,17.2
E01018436,16.9
E01018437,39.6
E01018438,12.2
E01018439,6.0
E01018440,19.0
E01018441,13.0
E01018442,11.2
E01018443,5.0
E01018432,34.1
E01018433,9.4
E01018434,10.9
E01018435,24.3
E01018394,0.5
E01018417,3.6
E01018418,0.9
E01018428,4.0
E01018429,9.5
E01018430,16.5
E01018431,1.2
E01018387,10.2
E01018388,39.8
E01018389,16.9
E01018390,7.3
E01018386,13.9
E01018391,8.4
E01018392,40.6
E01018472,53.3
E01018473,62.2
E01018474,56.3
E01018475,45.0
E01018463,46.0
E01018476,73.0
E01018477,32.9
E01018478,13.7
E01018479,7.7
E01018459,58.9
E01018460,42.6
E01018461,44.7
E01018466,66.1
E01018467,44.6
E01018482,6.4
E01018483,17.3
E01018484,29.8
E01018485,72.0
E01018499,22.0
E01018500,46.2
E01018501,11.2
E01018502,13.6
E01018462,38.5
E01018464,19.0
E01018496,58.2
E01018497,34.3
E01018498,33.4
E01018465,0.9
E01018468,37.6
E01018469,3.1
E01018470,4.3
E01018471,35.0
E01018486,52.0
E01018487,99.0
E01018488,32.3
E01018489,126.2
E01018510,4.9
E01018511,33.4
E01018512,39.7
E01018513,40.4
E01018445,26.6
E01018446,38.0
E01018447,82.4
E01018448,45.6
E01018490,23.2
E01018491,7.5
E01018492,44.4
E01018505,5.9
E01018506,32.5
E01018507,34.0
E01018451,53.8
E01018454,61.9
E01018455,9.0
E01018456,22.6
E01018457,51.2
E01018444,0.5
E01018480,0.4
E01018515,0.6
E01018516,3.0
E01033375,30.9
E01033376,75.0
E01033378,1.2
E01018493,25.7
E01018494,4.8
E01018495,12.1
E01018508,8.4
E01018509,23.3
E01018452,49.9
E01018503,25.5
E01018504,34.0
E01033372,45.5
E01033373,21.3
E01018449,0.9
E01018450,0.5
E01018458,0.9
E01018481,0.3
E01018514,0.5
E01018585,20.0
E01018586,0.7
E01018587,8.4
E01018661,3.2
E01018657,48.5
E01018662,14.6
E01018663,18.9
E01018664,7.9
E01018665,18.1
E01018655,24.5
E01018656,32.9
E01018658,66.2
E01018659,6.3
E01018660,19.5
E01018582,7.2
E01018592,18.9
E01018593,5.8
E01018594,55.8
E01018595,30.2
E01018596,52.1
E01018583,34.0
E01018584,26.1
E01018612,18.4
E01018613,42.2
E01018600,3.4
E01018601,41.7
E01018602,15.1
E01018652,21.0
E01018598,0.5
E01018599,5.6
E01018648,0.4
E01018649,1.1
E01018650,2.0
E01018651,1.7
E01018654,0.6
E01018588,39.1
E01018589,23.7
E01018590,25.8
E01018653,12.2
E01018605,4.5
E01018609,32.5
E01018610,46.8
E01018611,18.7
E01018666,3.6
E01018667,1.2
E01018668,1.0
E01018603,22.0
E01018604,22.3
E01018606,22.5
E01018607,4.5
E01018608,14.1
E01018572,3.8
E01018573,8.0
E01018574,22.1
E01018580,0.8
E01018581,4.1
E01018575,23.4
E01018576,13.5
E01018577,12.6
E01018578,9.8
E01018579,12.4
E01018641,26.6
E01018642,33.7
E01018643,16.2
E01018644,27.2
E01018614,43.5
E01018618,41.9
E01018619,11.0
E01018620,11.3
E01018621,44.8
E01018626,30.7
E01018628,7.3
E01018629,28.7
E01018630,52.1
E01018631,17.4
E01018615,26.0
E01018616,19.7
E01018617,38.0
E01018632,33.2
E01018633,37.1
E01018622,71.6
E01018623,85.6
E01018624,32.4
E01018625,110.7
E01018627,40.4
E01018635,28.0
E01018636,38.5
E01018634,54.0
E01018645,63.0
E01018646,38.9
E01018647,36.9
E01018591,0.6
E01018597,0.4
E01018669,0.7
E01018670,0.4
E01018637,17.8
E01018638,9.5
E01018639,23.5
E01018640,62.0
E01018308,0.8
E01018336,30.6
E01018337,0.8
E01018338,27.4
E01018358,2.3
E01018359,1.3
E01018360,0.9
E01018366,4.7
E01018367,1.2
E01018364,48.9
E01018365,41.7
E01018378,68.5
E01018379,35.7
E01018380,9.3
E01018362,44.5
E01018363,42.4
E01018374,18.7
E01018375,58.4
E01018376,19.4
E01018377,11.4
E01018309,54.2
E01018310,24.5
E01018311,55.0
E01018312,49.5
E01018313,43.5
E01018314,42.1
E01018315,33.7
E01018316,58.6
E01018317,55.7
E01018349,1.9
E01018350,8.6
E01018368,9.1
E01018370,2.0
E01018345,43.6
E01018346,44.4
E01018347,55.9
E01018383,50.2
E01018384,37.3
E01018327,61.4
E01018343,57.5
E01018361,56.5
E01032930,64.5
E01032931,51.6
E01018326,15.4
E01018328,90.4
E01018329,63.8
E01018330,5.2
E01018331,110.5
E01018319,50.7
E01018344,67.7
E01018381,23.7
E01018382,45.6
E01018323,6.1
E01018324,2.7
E01018325,3.7
E01018385,2.4
E01018320,35.8
E01018321,26.0
E01018322,18.6
E01018348,3.6
E01018332,18.7
E01018333,12.3
E01018334,31.9
E01018340,15.3
E01018341,7.2
E01018342,31.3
E01018351,61.4
E01018352,52.8
E01018353,44.1
E01018354,42.5
E01018335,0.5
E01018369,0.5
E01018371,0.6
E01018372,0.6
E01018339,1.6
E01018355,3.0
E01018356,0.4
E01018357,0.5
E01018373,0.4
E01018534,35.8
E01018535,3.5
E01018536,23.1
E01018537,2.7
E01018518,0.9
E01018569,4.1
E01018570,1.5
E01018571,5.0
E01018546,45.1
E01018547,37.7
E01018548,11.7
E01018549,32.5
E01018532,41.5
E01018533,10.6
E01018544,44.9
E01018545,11.1
E01018519,64.1
E01018520,25.2
E01018525,39.1
E01018563,14.3
E01018564,4.9
E01018523,36.5
E01018524,43.9
E01018541,42.2
E01018542,61.6
E01018543,62.9
E01018528,18.0
E01018529,28.8
E01018530,16.9
E01018531,32.7
E01018560,19.8
E01018561,34.6
E01018562,31.3
E01018522,49.8
E01018538,41.0
E01018539,69.5
E01018540,31.5
E01018521,40.1
E01018550,73.8
E01018551,19.8
E01018552,0.8
E01018553,29.4
E01018556,43.3
E01018557,43.6
E01018558,77.3
E01018559,40.7
E01018565,44.5
E01018566,15.3
E01018567,36.7
E01018568,26.0
E01018526,40.4
E01018527,55.3
E01018554,48.4
E01018555,70.7
E01018685,38.8
E01018686,13.5
E01018687,5.3
E01018688,27.3
E01018689,1.5
E01018690,3.1
E01018675,1.5
E01018708,0.7
E01018721,0.7
E01018671,23.4
E01018672,18.7
E01018673,38.0
E01018674,11.6
E01018684,0.9
E01018695,26.9
E01018696,3.5
E01018697,26.3
E01018698,1.5
E01018704,2.9
E01018705,15.9
E01018706,17.5
E01018718,4.4
E01018722,0.5
E01018713,9.1
E01018714,14.3
E01018715,10.9
E01018726,18.4
E01018727,3.0
E01018728,14.9
E01018729,24.0
E01018709,76.8
E01018710,27.9
E01018711,24.3
E01018712,42.3
E01018699,42.6
E01018701,23.0
E01018716,30.6
E01018717,39.6
E01018719,54.5
E01018720,40.9
E01018691,11.9
E01018693,8.9
E01018694,9.6
E01018700,42.0
E01018702,30.2
E01018703,16.2
E01018676,6.4
E01018677,1.0
E01018678,4.6
E01018679,14.3
E01018692,1.1
E01018680,0.8
E01018681,18.8
E01018682,4.1
E01018683,10.1
E01018733,4.3
E01018734,46.9
E01018748,83.9
E01018749,8.6
E01018736,40.5
E01018737,8.8
E01018743,3.9
E01018744,20.2
E01018732,39.2
E01018745,61.2
E01018746,18.8
E01018747,19.3
E01018730,51.2
E01018738,9.1
E01018739,31.3
E01018741,37.0
E01018731,21.0
E01018735,12.5
E01018740,59.1
E01018742,8.9
E01018707,0.7
E01018723,3.3
E01018724,8.6
E01018725,0.3
E01012392,16.1
E01012393,8.6
E01012395,21.6
E01012411,30.6
E01012374,40.6
E01012375,34.2
E01012376,37.3
E01012421,37.0
E01012423,65.3
E01012368,48.4
E01012410,26.6
E01012412,7.5
E01012413,45.9
E01012414,65.0
E01012377,60.2
E01012390,46.0
E01012419,80.2
E01012420,48.8
E01012422,47.3
E01012369,35.0
E01012394,41.1
E01012425,67.7
E01012426,22.6
E01012427,24.4
E01012378,41.3
E01012379,47.0
E01012380,69.1
E01012388,48.2
E01012442,76.5
E01012367,26.8
E01012370,90.8
E01012424,38.2
E01012441,8.9
E01012389,36.8
E01012391,3.6
E01012401,3.2
E01012443,9.5
E01012385,1.1
E01012386,6.7
E01012387,3.4
E01012434,44.2
E01012435,16.8
E01012381,35.9
E01012382,4.5
E01012384,36.4
E01012444,25.1
E01012445,18.1
E01012398,47.6
E01012400,70.4
E01012402,36.8
E01012404,43.8
E01012405,53.0
E01012416,7.4
E01012417,5.9
E01012428,19.7
E01012429,40.4
E01012430,46.7
E01012431,26.3
E01012383,38.4
E01012396,58.2
E01012397,39.5
E01012399,42.0
E01012403,53.7
E01012408,28.2
E01012432,49.4
E01012433,27.4
E01012436,51.4
E01012438,45.2
E01012440,22.0
E01012406,34.9
E01012407,42.1
E01012409,26.1
E01012437,58.1
E01012439,46.7
E01012371,34.2
E01012372,20.9
E01012373,29.4
E01012415,7.3
E01012418,21.0
E01012471,3.5
E01012472,2.7
E01012476,3.0
E01012477,4.8
E01012473,26.2
E01012474,40.6
E01012475,4.0
E01012554,1.7
E01012467,23.5
E01012468,3.1
E01012469,1.6
E01012470,24.9
E01012460,11.4
E01012462,13.3
E01012463,8.2
E01012464,16.6
E01012459,19.2
E01012461,6.5
E01012465,17.8
E01012466,68.2
E01012526,83.0
E01012534,70.1
E01012535,73.0
E01012537,56.0
E01012539,8.1
E01012538,28.0
E01012540,44.3
E01012541,24.2
E01012542,38.3
E01012543,39.5
E01012544,23.1
E01012521,58.7
E01012522,65.0
E01012533,82.7
E01012536,55.4
E01012545,41.4
E01012546,48.3
E01012561,17.9
E01012562,8.3
E01012567,11.2
E01012568,22.3
E01012563,25.5
E01012564,19.3
E01012565,39.1
E01012566,53.3
E01012569,42.7
E01012570,24.1
E01012481,81.7
E01012482,57.6
E01012520,26.9
E01012523,44.7
E01012524,61.2
E01012525,63.9
E01012478,24.7
E01012547,30.5
E01012548,34.0
E01012549,35.5
E01012550,19.6
E01012453,22.4
E01012454,25.8
E01012455,25.0
E01012457,58.3
E01012551,3.3
E01012552,44.4
E01012553,4.9
E01012555,17.8
E01012556,31.0
E01012491,48.2
E01012492,50.2
E01012493,60.4
E01012494,37.6
E01012500,37.9
E01012495,30.5
E01012496,36.7
E01012497,25.0
E01012498,57.9
E01012499,73.3
E01012501,36.0
E01012479,30.8
E01012480,34.3
E01012510,25.2
E01012511,29.1
E01033299,73.0
E01033303,125.4
E01012458,12.7
E01012483,62.1
E01012509,19.4
E01012512,49.1
E01033300,8.8
E01033302,8.6
E01012527,44.5
E01012528,32.6
E01012529,18.8
E01012530,1.3
E01012531,39.2
E01012532,39.2
E01012504,20.4
E01012505,34.4
E01012506,33.9
E01012507,35.5
E01012508,73.8
E01012513,12.4
E01012514,16.7
E01012515,2.9
E01012516,21.9
E01012517,9.6
E01012518,3.7
E01012519,24.4
E01012485,50.7
E01012486,51.0
E01012487,52.9
E01012489,11.6
E01012490,45.0
E01012450,22.5
E01012451,47.8
E01012557,54.8
E01012558,50.1
E01012559,37.5
E01012560,40.3
E01012448,2.6
E01012488,2.8
E01012502,3.4
E01012503,1.6
E01012446,11.7
E01012447,18.1
E01012449,15.0
E01012452,5.3
E01019126,6.6
E01019127,0.5
E01019132,0.2
E01019134,15.9
E01019135,11.9
E01019136,12.0
E01019137,11.3
E01019083,0.1
E01019107,0.3
E01019130,0.4
E01019131,0.1
E01019081,1.3
E01019082,2.7
E01019102,0.3
E01019128,0.3
E01019133,0.3
E01019093,3.7
E01019094,1.2
E01019096,33.2
E01019114,14.4
E01019115,8.7
E01019095,18.1
E01019097,35.0
E01019098,1.9
E01019099,2.5
E01019084,4.3
E01019085,1.7
E01019086,0.5
E01019088,17.7
E01019091,0.5
E01019078,8.5
E01019079,9.9
E01019080,6.1
E01019087,16.2
E01019090,0.1
E01019116,15.7
E01019118,97.3
E01019122,4.2
E01019123,3.0
E01019124,10.5
E01019125,2.3
E01019111,18.6
E01019112,27.3
E01019113,16.3
E01019120,15.9
E01019121,64.2
E01019108,21.5
E01019109,61.0
E01019110,56.9
E01019117,46.0
E01019119,8.2
E01019089,1.9
E01019100,11.2
E01019101,1.0
E01019129,4.9
E01019092,0.1
E01019103,39.7
E01019104,5.5
E01019105,30.5
E01019106,0.2
E01019144,0.8
E01019145,30.0
E01019146,1.9
E01019147,44.6
E01019148,4.7
E01019149,9.7
E01019150,23.1
E01019151,21.4
E01019152,23.1
E01019153,26.6
E01019154,4.2
E01019155,20.9
E01019162,26.5
E01019163,9.7
E01019156,11.7
E01019159,35.9
E01019164,4.3
E01019165,33.7
E01019166,31.7
E01019167,68.0
E01019168,19.0
E01019169,44.1
E01019170,114.0
E01019171,126.8
E01019161,27.6
E01019176,40.3
E01019177,38.6
E01019178,1.9
E01019179,3.3
E01019140,39.0
E01019160,59.3
E01019172,57.3
E01019173,109.4
E01019174,79.4
E01019175,60.3
E01019141,47.8
E01019142,127.2
E01019143,44.9
E01019157,64.3
E01019158,109.4
E01019180,4.3
E01019182,20.4
E01019184,80.3
E01033160,22.4
E01019138,6.3
E01019139,15.8
E01019185,49.5
E01019186,98.5
E01019187,1.9
E01019226,0.3
E01019227,35.2
E01019228,0.2
E01019229,0.1
E01019200,0.6
E01019201,13.0
E01019202,14.7
E01019225,0.1
E01019188,11.5
E01019189,50.7
E01019190,9.7
E01019191,38.0
E01019244,43.2
E01019196,16.6
E01019238,4.3
E01019240,0.8
E01019241,12.1
E01019243,22.4
E01019251,2.4
E01019192,32.2
E01019195,21.8
E01019203,0.4
E01019254,38.7
E01019255,51.3
E01019204,6.4
E01019206,25.6
E01019234,110.1
E01019235,46.0
E01019237,32.2
E01019242,43.1
E01019219,0.2
E01019224,1.0
E01019239,0.3
E01019249,1.2
E01019250,0.6
E01019205,49.8
E01019207,88.1
E01019215,36.2
E01019218,19.5
E01019233,36.8
E01019193,36.8
E01019194,49.5
E01019230,46.0
E01019231,29.4
E01019232,48.4
E01019252,55.0
E01019209,59.6
E01019211,23.8
E01019216,68.9
E01019217,19.7
E01019220,16.7
E01019236,76.3
E01019197,25.0
E01019198,34.8
E01019199,65.8
E01019221,46.9
E01019222,39.5
E01019245,67.2
E01019208,61.6
E01019210,69.1
E01019246,55.1
E01019247,28.2
E01019248,32.8
E01019212,0.3
E01019213,1.2
E01019214,1.3
E01019223,50.7
E01019253,27.2
E01019268,1.0
E01019269,3.2
E01019270,9.6
E01019297,2.1
E01019260,19.9
E01019280,28.8
E01019281,21.0
E01019282,42.9
E01019261,11.1
E01019262,13.7
E01019284,31.0
E01019285,35.5
E01019286,7.3
E01019287,50.0
E01019288,35.4
E01019256,0.7
E01019263,15.6
E01019264,12.6
E01019265,7.9
E01019266,1.8
E01019267,54.5
E01019276,0.1
E01019277,14.1
E01019278,1.8
E01019291,15.5
E01019292,15.1
E01019294,23.7
E01019295,54.8
E01019296,10.6
E01019301,16.0
E01019302,1.5
E01019271,3.4
E01019272,37.2
E01019273,3.9
E01019274,15.4
E01019275,5.8
E01019257,1.8
E01019258,0.4
E01019279,0.2
E01019300,1.2
E01019303,3.0
E01019304,0.1
E01019259,0.2
E01019283,3.5
E01019289,15.6
E01019290,9.4
E01019293,0.1
E01019298,3.4
E01019299,30.3
E01019305,0.1
E01019314,0.1
E01019320,0.1
E01019321,0.3
E01019315,0.3
E01019316,0.4
E01019322,0.3
E01019338,0.2
E01019327,36.9
E01019332,22.0
E01019333,31.4
E01019335,5.2
E01019336,35.5
E01019312,0.8
E01019326,6.2
E01019328,23.5
E01019329,0.5
E01019330,53.6
E01019331,31.2
E01019334,12.4
E01019308,0.1
E01019311,0.5
E01019313,0.1
E01019339,0.1
E01019306,3.2
E01019307,4.9
E01019310,0.1
E01019319,0.3
E01019323,0.1
E01019324,0.3
E01019337,0.1
E01019309,0.1
E01019317,0.1
E01019318,14.6
E01019325,0.1
E01019340,0.1
E01019374,12.5
E01019375,0.4
E01019376,0.2
E01019395,1.0
E01019387,0.3
E01019396,10.1
E01019397,3.6
E01019398,58.9
E01019399,7.2
E01019346,0.5
E01019359,17.7
E01019365,9.1
E01019370,28.5
E01019360,15.2
E01019363,28.7
E01019364,69.4
E01019371,41.7
E01019358,8.6
E01019362,22.6
E01019366,21.6
E01019394,0.1
E01019361,31.3
E01019367,12.4
E01019368,40.8
E01019369,26.7
E01019356,0.2
E01019381,0.3
E01019386,0.3
E01019344,0.1
E01019345,0.3
E01019350,0.1
E01019351,0.4
E01019372,13.3
E01019373,0.3
E01019384,0.1
E01019385,13.5
E01019348,1.0
E01019352,0.4
E01019377,0.9
E01019383,0.7
E01019341,1.6
E01019342,18.5
E01019343,0.8
E01019347,2.0
E01019382,6.1
E01019388,9.4
E01019389,6.2
E01019390,10.5
E01019392,58.9
E01019349,0.6
E01019353,14.5
E01019354,2.6
E01019355,9.5
E01019357,1.1
E01019378,17.9
E01019379,1.0
E01019380,0.5
E01019391,11.1
E01019393,6.1
E01004768,4.1
E01004803,6.7
E01004804,30.9
E01004807,46.1
E01004808,22.0
E01004788,18.6
E01004790,26.8
E01004805,16.6
E01004806,23.9
E01004810,20.0
E01004769,37.9
E01004770,33.1
E01004771,36.2
E01004773,73.7
E01004809,49.4
E01004777,46.6
E01004881,68.9
E01004888,35.2
E01004889,43.8
E01004890,45.5
E01004766,30.9
E01004767,32.2
E01004772,53.2
E01004774,53.9
E01004824,62.2
E01004784,52.3
E01004785,24.6
E01004786,16.6
E01004789,2.5
E01004791,31.0
E01004792,23.0
E01004779,52.3
E01004781,6.6
E01004882,58.2
E01004883,29.6
E01004884,2.6
E01004864,71.3
E01004867,83.2
E01004921,67.6
E01004924,2.5
E01004925,71.6
E01004778,27.1
E01004780,3.2
E01004782,18.4
E01004783,9.7
E01004802,51.8
E01004926,58.6
E01004927,30.4
E01004929,34.7
E01004820,102.8
E01004825,101.4
E01004826,87.9
E01004865,52.1
E01004866,45.3
E01004840,4.0
E01004841,43.1
E01004842,51.2
E01004919,37.7
E01004920,34.2
E01004787,53.5
E01004793,52.3
E01004794,44.6
E01004795,36.6
E01004797,42.9
E01004775,2.0
E01004885,7.0
E01004886,58.3
E01004887,21.2
E01004868,88.7
E01004869,64.1
E01004870,59.6
E01004871,81.1
E01004922,61.2
E01004822,53.7
E01004823,54.7
E01004848,19.4
E01033217,12.9
E01033220,14.1
E01004818,65.5
E01004819,42.8
E01004928,76.8
E01004930,33.9
E01004931,46.2
E01004932,29.0
E01004834,123.2
E01004838,20.7
E01004843,43.5
E01004845,33.7
E01004923,94.1
E01004796,29.3
E01004798,30.6
E01004799,46.8
E01004800,54.2
E01004801,31.2
E01004917,11.8
E01004835,36.4
E01004836,24.8
E01004837,12.8
E01004844,18.0
E01004897,14.1
E01004827,101.1
E01004849,58.9
E01004850,92.5
E01004851,72.0
E01004853,153.8
E01004811,35.7
E01004812,22.9
E01004813,73.1
E01004815,66.3
E01004817,18.4
E01004828,125.7
E01004829,67.5
E01004832,93.6
E01004854,113.0
E01004878,63.4
E01004911,50.3
E01004912,24.9
E01004913,45.7
E01004914,25.6
E01004915,26.6
E01004916,33.8
E01004918,61.5
E01004846,104.8
E01004847,83.6
E01004852,82.8
E01004877,33.0
E01004879,82.1
E01004830,62.1
E01004831,41.5
E01004833,2.8
E01004839,56.0
E01004814,18.1
E01004855,18.6
E01004856,35.8
E01004857,39.9
E01004891,14.7
E01004893,15.3
E01004894,36.8
E01004901,51.1
E01033218,22.5
E01033219,11.1
E01004816,66.1
E01004872,63.8
E01004873,71.6
E01004875,30.0
E01004880,28.4
E01004892,4.4
E01004896,28.3
E01004899,10.3
E01004900,62.8
E01004776,3.4
E01004895,50.1
E01004936,33.6
E01004938,51.6
E01004939,22.3
E01004858,50.0
E01004859,43.0
E01004860,50.5
E01004902,38.2
E01004906,27.0
E01004861,33.6
E01004862,49.5
E01004863,53.7
E01004874,57.6
E01004876,47.6
E01004903,27.5
E01004904,8.4
E01004905,46.6
E01004907,40.3
E01004908,6.7
E01004909,39.7
E01004910,19.3
E01004933,17.4
E01004934,14.0
E01004935,37.5
E01004937,7.3
E01004940,57.4
E01005014,24.4
E01005015,7.6
E01005016,40.0
E01005017,14.6
E01005018,34.1
E01005021,1.8
E01005019,29.5
E01005023,33.4
E01005046,29.7
E01005048,20.6
E01005020,30.6
E01005022,5.2
E01005047,2.2
E01005049,12.1
E01005051,24.9
E01004976,47.1
E01004977,39.3
E01004978,47.7
E01004981,5.6
E01004982,10.8
E01004961,42.0
E01004965,13.3
E01004966,27.4
E01004967,33.6
E01004963,26.9
E01004968,52.5
E01005050,35.5
E01005052,61.6
E01005053,21.1
E01004954,11.4
E01004955,31.9
E01004956,10.1
E01004957,25.0
E01004960,39.8
E01004958,55.1
E01004959,75.3
E01004979,22.7
E01004980,65.9
E01005024,19.0
E01005026,69.4
E01004947,69.8
E01004948,19.6
E01004962,56.2
E01004964,45.8
E01004949,34.9
E01004950,11.1
E01004951,54.4
E01004952,39.7
E01004953,30.9
