CP,S Ref Latitude,S Ref Longitude,bicycle_aadf,motorbike_aadf,car_aadf,bus_aadf,light_goods_vehicle_aadf,heavy_goods_vehicle_aadf
74538,51.51506248,-0.22734671399999998,92.6,2696.6,61707.0,1145.2,15037.6,4360.0
74539,51.51256856,-0.220021513,11.4,2325.4,44388.0,639.2,10158.0,2842.2
74540,51.507703666,-0.2183637542,11.4,2325.4,44388.0,639.2,10158.0,2842.2
74541,51.50543071,-0.217201649,11.4,2325.4,44388.0,639.2,10158.0,2842.2
74545,51.511220249999994,0.00034914,4.0,192.4,13063.4,234.8,3791.0,2305.4
74546,52.60611281,1.325915594,9.4,268.6,26551.8,197.6,4683.4,1220.2
74548,52.76428463,-0.8877128730000001,58.2,54.2,7263.8,142.6,1569.8,495.2
74550,53.43072056,-2.9748919380000003,113.0,162.2,20666.6,280.8,3711.0,625.6
74551,51.4765003,0.32270915699999997,69.0,9.6,1938.6,528.6,248.8,31.2
74555,53.480901779999996,-2.244972879,432.0,34.2,2596.0,806.2,752.2,120.0
74556,50.77391374599999,-3.2785692088000005,1.0,127.0,19541.4,74.0,4428.4,1475.6
74557,50.76742849,-3.305948361,1.2,127.0,19541.4,74.0,4428.4,1475.6
74558,52.50192156000001,-2.097920278,41.4,226.8,21655.8,83.0,4481.8,1467.6
74559,52.50930810999999,-2.078045979,30.8,306.6,30407.8,54.4,6347.0,2617.4
74560,54.97886198,-1.574057763,29.0,78.0,12823.8,98.2,2097.8,498.2
74561,53.47867623,-2.109351823,219.8,84.2,11966.0,497.6,2398.4,469.8
74562,54.99022195,-1.673335041,46.0,65.6,22852.0,466.4,3517.6,366.2
74563,54.98929783,-1.663965649,39.0,104.2,21254.2,367.0,3089.4,415.2
74565,51.47917446,0.318913234,40.8,72.2,11655.2,85.6,2298.8,162.2
74566,51.47889599,0.319806441,63.2,42.0,5263.6,5.4,910.8,79.0
74570,50.83740786,-1.070472024,5.6,173.6,18751.4,67.8,3442.0,1089.6
74580,51.271310719999995,0.516651254,63.4,403.4,27658.0,558.8,3797.0,469.4
74581,51.18124494,0.2817918,1.2,10.2,2554.8,16.6,765.2,222.0
74582,51.18054064,0.285620388,3.0,78.8,6748.8,62.8,1366.2,254.8
74583,51.18039724,0.283753158,16.4,427.4,27039.4,125.8,5532.2,1330.6
74585,52.98695676,-2.139235449,6.2,36.0,11191.0,66.4,1507.6,144.0
74586,52.98776578,-2.139238055,12.0,23.6,7629.8,107.0,838.4,96.0
74588,52.05336213,1.155197212,104.4,173.2,13643.4,78.6,2191.0,303.6
74589,53.509212049999995,-2.1337068130000003,0.0,291.6,87425.2,123.4,18418.4,7054.2
74590,53.531686730000004,-2.196084512,0.0,205.2,67103.6,104.6,14704.8,5507.8
74591,53.53963243,-2.235866291,0.0,275.2,80578.4,137.8,16580.6,6314.2
74595,51.11603184,1.3087476679999999,5.8,18.0,816.0,77.4,340.8,435.0
74596,51.12093689,1.310241835,39.6,160.4,14044.2,172.0,2823.2,3038.6
74601,51.48085337,0.352456111,21.6,31.8,8236.2,31.4,1597.8,299.0
74602,51.47831439,0.34901297200000003,37.2,35.6,4112.8,76.4,705.4,154.0
74603,51.47814953999999,0.35274901399999997,13.2,42.8,3989.8,35.6,778.4,238.0
74604,51.47925936,0.351221884,0.0,68.8,8686.4,13.4,2372.8,4130.4
74605,51.478471,0.350173186,0.0,68.8,8686.4,13.4,2372.8,4130.4
74607,51.08013161,1.176234064,42.8,122.0,8273.4,387.8,1036.6,108.2
74608,51.50256548,0.355015305,0.0,908.5,55371.5,107.5,11414.5,5501.75
74609,51.50435041000001,0.351216584,0.0,83.0,10030.4,11.8,2687.4,4804.2
74610,51.50128749,0.35595805700000005,0.0,27.6,3343.6,3.8,895.8,1601.4
74611,53.51388615,-2.246520481,155.8,59.2,13731.0,657.6,1880.6,330.4
74613,51.08111424,1.181442319,47.2,76.0,6395.2,111.6,1141.4,81.4
74614,51.08208752,1.179724061,58.2,101.6,8347.4,118.2,1574.4,98.4
74615,51.0784173,1.173117894,68.4,46.6,6369.8,194.2,1068.2,65.0
74616,51.07725399,1.172895461,40.4,36.0,6145.8,170.2,807.8,48.6
74617,51.07882168,1.174787731,106.2,68.2,5369.4,197.6,733.2,68.0
74618,53.50067244,-2.383192909,164.6,212.8,26222.2,109.2,3620.8,821.6
74619,51.332846059999994,-0.77297514,98.6,81.4,14255.0,57.6,1733.2,179.4
74620,51.44852568,0.11893239,66.6,343.2,27556.0,259.8,4139.6,302.2
74621,51.449743838,0.1209922344,2.2,176.6,4625.2,18.4,1284.4,108.6
74622,51.44990351,0.12230648,13.2,75.6,10247.4,43.2,1865.6,287.4
74623,51.44926733999999,0.12019008199999999,1.0,1274.4,55325.0,418.2,11127.0,3481.8
74624,51.44909743000001,0.122125174,1.2,1456.6,63228.4,478.0,12716.8,3979.2
74625,51.433356939999996,-2.6091662159999998,288.0,350.8,19138.6,200.0,3958.4,867.8
74627,53.533297770000004,-2.70090602,0.0,76.2,17249.6,80.0,3296.0,2287.6
74627,53.533297770000004,-2.70090602,0.0,76.2,17249.6,80.0,3296.0,2287.6
74628,53.53332949000001,-2.695475123,0.0,76.2,17249.6,80.0,3296.0,2287.6
74628,53.53332949000001,-2.695475123,0.0,76.2,17249.6,80.0,3296.0,2287.6
74630,51.385688370000004,-0.09725497300000001,157.0,313.8,13388.0,780.0,1949.4,489.8
74631,54.892853560000006,-1.401282414,63.0,48.6,14734.0,700.6,1905.8,194.8
74632,54.89352864999999,-1.4015062740000002,63.0,48.6,14734.0,700.6,1905.8,194.8
74633,54.899486890000006,-1.397909406,34.6,38.2,9169.2,956.4,1195.2,129.2
74634,54.90289454,-1.396455045,39.0,12.4,6322.2,434.0,888.0,127.8
74635,54.90248553,-1.3955254769999998,26.0,19.0,5060.2,374.4,811.2,80.4
74636,54.90199983,-1.3972481469999998,26.0,19.0,5060.2,374.4,811.2,80.4
74637,51.61494501,-0.050126843,62.4,294.8,13847.0,342.6,3124.8,2735.2
74638,52.408859789999994,-1.502639744,3.8,204.4,33033.8,288.8,4074.2,684.6
74639,52.40692514,-1.5022204940000001,3.8,204.4,33033.8,288.8,4074.2,684.6
74640,52.40594539,-1.502260916,6.2,240.2,41151.8,344.0,5041.2,720.0
74641,54.5487656,-1.272604605,158.8,90.6,23917.6,293.8,2728.4,312.6
74642,51.45048558999999,-0.5724461829999999,32.6,70.4,7164.0,75.2,773.4,65.0
74643,51.47558689,-0.614789093,89.4,90.2,11691.4,149.0,1488.0,227.4
74644,51.47460661,-0.6155387370000001,68.4,86.6,11123.8,92.8,1282.8,187.8
74646,51.52005676,-0.765789335,0.0,45.6,8503.8,27.4,1257.8,410.4
74647,51.520053729999994,-0.765501152,0.0,183.2,34015.2,109.0,5031.4,1641.8
74647,51.520053729999994,-0.765501152,0.0,183.2,34015.2,109.0,5031.4,1641.8
74648,51.53261709000001,-0.7872196840000001,2.0,66.4,6830.4,31.6,918.0,174.2
74650,51.53170325,-0.785802276,46.2,328.4,38689.4,209.0,7059.8,3171.6
74651,51.65458744,-0.24894224,36.8,138.0,16620.4,114.2,2427.4,715.4
74652,51.65595487,-0.250190674,36.8,138.0,16620.4,114.2,2427.4,715.4
74653,51.68408302,-0.231023837,5.6,207.4,11895.4,72.6,3185.6,804.6
74654,51.68515056,-0.23025890499999999,0.0,586.2,37155.6,212.6,9187.6,2354.0
74654,51.68515056,-0.23025890499999999,0.0,586.2,37155.6,212.6,9187.6,2354.0
74656,51.74925985,-0.573839775,21.0,121.6,14002.8,77.4,2162.0,276.4
74657,51.74910115,-0.575583129,0.0,53.2,7025.2,43.8,1375.8,283.4
74658,51.75046540999999,-0.569455785,0.2,77.8,7400.4,24.0,1485.2,261.2
74659,51.74951192000001,-0.572383193,0.0,220.0,29822.0,114.4,5428.4,1455.6
74662,51.77406198,-0.20518543399999997,178.2,145.4,17819.6,248.8,2626.2,418.6
74663,51.772327970000006,-0.20351490499999997,6.8,223.2,22833.2,87.6,4038.6,1672.6
74665,51.81980669,-0.416293615,9.25,249.5,16229.5,85.0,3646.75,1180.25
74666,51.88695296000001,0.176984798,2.0,81.2,16435.0,68.4,2828.2,815.8
74667,51.9141525,-0.210800431,22.6,94.0,12918.8,252.0,2079.8,209.6
74668,51.914397789999995,-0.20919127199999998,155.2,124.6,13834.0,208.4,2141.0,202.6
74669,51.916311459999996,-0.21086001199999999,45.2,159.6,16335.8,187.0,2388.0,214.2
74670,53.54158083,-2.1238496540000003,1.0,18.0,3522.6,45.4,625.2,171.4
74671,53.54158208,-2.122642466,0.0,19.8,5030.4,19.8,649.2,133.0
74675,51.64609451,-0.384123793,52.0,64.8,12090.0,424.0,1886.0,228.2
74676,51.645984750000004,-0.382682326,49.2,85.6,14435.4,420.8,2176.8,167.0
74677,53.55625222,-2.401039656,164.6,159.4,20777.6,374.2,4234.6,357.2
74678,54.57816957,-1.2753300509999999,58.2,68.6,10944.0,74.4,3000.8,1126.6
74679,54.590355669999994,-1.299719635,31.4,37.0,7615.0,44.6,1769.2,216.6
74680,54.589384159999994,-1.302676538,1.0,40.0,6531.0,39.8,1270.2,188.4
74681,54.99195801999999,-1.519373039,41.8,70.0,5093.8,10.2,959.4,161.0
74682,54.991901799999994,-1.5279698019999999,121.2,34.2,6797.6,503.6,1717.2,170.4
74683,54.99027218,-1.524863192,133.4,115.0,7831.2,26.2,2258.4,816.4
74685,55.04590554,-1.550810679,16.8,66.6,11288.2,53.6,2068.0,407.4
74691,51.56090557,-0.256149753,99.8,979.4,38748.0,1342.6,5925.8,1410.6
74692,51.56105959,-0.254412627,53.8,231.0,10571.2,264.6,2407.4,413.8
74693,51.56005598,-0.253441191,48.2,1282.4,74876.0,485.4,18000.4,7071.2
74695,54.55659813,-1.305555168,80.2,34.2,4647.6,295.0,1039.2,62.2
74697,54.55673415,-1.297976181,120.0,102.6,14954.2,331.4,2834.4,214.2
74699,54.55634772,-1.293344076,1.2,21.2,5857.2,32.4,840.0,255.4
74700,54.556454689999995,-1.296280104,113.2,101.0,10529.8,65.8,1429.4,130.0
74701,51.34584575,-2.971981925,225.6,109.4,14101.8,345.6,1894.0,149.8
74702,51.34407028,-2.9692163989999996,218.6,265.8,19374.2,198.4,2895.8,249.0
74705,50.90075529999999,-0.17440613800000002,4.6,402.6,48771.4,247.2,10234.8,2805.6
74706,50.89618186,-0.163777375,1.0,22.5,2039.0,18.75,497.0,117.5
74707,50.89528084,-0.16367061,0.0,399.6,47176.0,236.0,10530.4,2744.8
74708,50.89570787,-0.162231773,9.4,131.0,14425.6,101.0,2758.4,304.8
74709,50.98747485399999,-0.1991609372,3.8,130.2,12565.8,54.6,2949.2,689.8
74710,50.986188899999995,-0.19741544100000002,1.0,360.4,46365.4,205.4,9898.6,2936.6
74711,50.98849512,-0.20117325199999997,6.4,140.4,11049.0,38.0,2554.2,654.8
74711,50.98849512,-0.20117325199999997,6.4,140.4,11049.0,38.0,2554.2,654.8
74713,50.988620000000004,-0.19760624,2.8,61.8,4874.4,17.0,1115.8,291.6
74713,50.988620000000004,-0.19760624,2.8,61.8,4874.4,17.0,1115.8,291.6
74714,50.98600035,-0.19685282699999998,3.2,70.2,5524.8,19.0,1277.2,327.4
74714,50.98600035,-0.19685282699999998,3.2,70.2,5524.8,19.0,1277.2,327.4
74715,51.10124034,-0.193515485,61.0,190.6,21323.0,536.2,2917.0,289.6
74716,51.11366807,-0.18302983899999997,275.8,79.4,15645.2,414.8,2108.2,194.0
74717,51.11379648,-0.19131140800000002,60.8,43.6,9994.4,50.6,1352.2,104.2
74718,51.12892112,-0.014928216999999999,72.2,106.2,15237.8,118.8,2562.2,363.8
74720,53.51502366,-2.467456967,34.6,91.0,10037.2,203.2,1508.4,246.8
74721,53.51394509000001,-2.46744509,75.2,43.6,9273.6,207.8,2233.2,275.2
74722,53.52044034000001,-2.484107402,150.6,93.2,14097.8,343.8,2569.2,379.4
74723,53.53439539,-2.579921536,47.8,53.8,8537.8,218.8,1637.0,227.8
74724,53.53438586,-2.581882788,113.6,119.8,10848.8,364.4,2119.6,358.8
74725,53.53511003,-2.580836574,25.2,55.0,8873.0,83.2,1461.0,221.0
74726,53.53483716000001,-2.698970035,0.0,92.4,20836.2,96.6,3981.8,2763.2
74729,53.53618915,-2.6668542680000002,37.2,42.8,6997.0,218.6,1469.0,244.6
74730,53.53547013,-2.666842966,30.4,53.2,7210.0,206.6,1479.6,210.8
74731,53.53593288,-2.680429604,100.0,118.0,14843.4,296.4,2762.4,580.2
74732,50.80480597,-1.064448829,209.4,129.4,6033.0,224.2,1100.2,217.6
74733,50.804798,-1.06345557,277.4,156.8,8295.6,170.2,1654.6,97.0
74734,50.80029208,-1.062268492,495.8,170.2,13392.8,303.0,2375.2,159.2
74735,50.80455505,-1.089572973,483.2,323.0,17358.2,326.4,2303.2,427.8
74737,50.84783934,-0.284720218,2.4,176.0,10636.8,66.2,2433.4,595.2
74738,50.84360017,-0.283881369,2.6,176.0,10636.8,66.2,2433.4,595.2
74740,50.81755704,-1.084777684,409.8,80.2,6304.0,123.6,1255.2,102.4
74741,50.8175459,-1.083358348,288.4,96.2,7700.4,87.2,1038.0,60.6
74742,52.53884985,-2.119823441,123.6,101.4,12342.4,245.4,2032.4,395.2
74743,52.539299789999994,-2.11938235,19.8,52.8,7967.0,50.0,1222.4,82.4
74744,52.53813259,-2.117904823,10.0,26.2,3983.4,25.2,611.0,41.2
74745,54.969105830000004,-1.6125870169999998,35.2,44.0,9594.8,48.0,1344.8,212.6
74746,54.97000541999999,-1.6128907780000001,35.4,63.2,10299.6,17.4,2039.2,216.8
74747,54.97138374,-1.62256269,128.2,91.2,8923.6,334.4,1170.8,87.2
74748,54.97230657,-1.695350506,1.2,80.6,19650.2,53.6,3618.8,1025.8
74749,54.98238249,-1.6054277970000002,31.6,205.6,38825.8,753.8,5042.6,708.4
74751,52.00143875,-1.159018774,0.0,118.4,25189.4,77.0,3864.2,3815.4
74752,52.23375828999999,-0.8967729629999999,56.6,119.2,23478.4,53.4,2416.6,460.2
74753,52.2321417,-0.89695946,199.0,50.4,8010.8,278.2,1387.2,286.0
74754,52.23258429,-0.896216352,29.0,30.4,4860.4,208.8,795.6,118.6
74755,52.23487206,-0.8972344478000001,29.8,100.6,15480.2,239.0,2031.6,384.8
74760,51.43561387999999,-2.552946764,169.6,184.8,11677.0,309.2,2785.2,513.2
74761,51.4348912,-2.553657325,153.6,265.2,14217.4,375.4,3256.8,415.4
74762,51.44070074,-2.624989682,91.2,110.2,8433.4,148.0,1897.4,265.4
74763,51.4410036,-2.625526165,16.2,48.2,5591.0,114.6,1349.2,170.4
74765,51.44427323,-2.619383669,293.2,311.6,17754.0,48.2,3275.4,639.6
74766,51.46481324,-2.576476083,1.2,167.0,9728.4,110.4,1314.0,256.8
74767,51.46481324,-2.576476083,0.0,667.4,38913.6,442.2,5254.4,1027.0
74768,51.46644223,-2.574337257,0.0,742.6,54668.0,534.8,8915.2,2403.4
74769,51.46644223,-2.574337257,0.0,185.6,13667.2,133.6,2228.8,600.8
74770,51.45308908,-2.597829316,881.6,653.6,21308.2,1447.8,4023.6,594.0
74771,51.45626374999999,-2.595942202,1183.6,1377.2,20305.2,2241.8,3698.6,543.0
74772,51.45860546,-2.591625937,2250.8,567.2,20197.4,2007.2,3396.4,485.8
74775,52.239976200000015,-0.88871039,377.6,91.6,14831.2,1017.4,2240.0,264.2
74780,51.44749857000001,-2.621585797,25.2,48.4,1685.4,246.2,261.2,25.4
74781,51.44778352000001,-2.618711687,35.8,20.4,1416.8,56.6,260.4,34.6
74782,51.44867502000001,-2.62016276,256.2,107.0,5626.8,83.0,1057.6,177.0
74783,51.10515642,1.172235303,0.0,371.0,28598.25,173.25,4603.5,5156.5
74784,51.15201281,0.8661025139999999,104.6,161.4,19464.2,153.6,2741.2,410.2
74786,51.21993505,1.4040036059999998,27.75,47.25,5526.0,67.75,807.0,90.0
74787,51.22104456,1.404515256,424.25,81.25,10519.5,115.5,1356.75,106.75
74788,51.22127818,1.4026703319999998,70.25,4.5,1027.5,0.0,150.75,11.0
74789,51.22015409,1.4026589919999999,70.25,4.5,1027.5,0.0,150.75,11.0
74790,51.22044953,1.403325384,27.75,47.25,5526.0,67.75,807.0,90.0
74791,51.21954178,1.391226331,139.8,91.0,9149.0,143.2,1456.6,121.8
74792,51.19746419,1.1814394320000001,0.6,31.6,1292.6,32.0,262.0,151.6
74793,53.592778429999996,-2.212986579,10.0,19.8,2521.8,98.2,664.8,93.4
74794,51.20272547,1.176504541,0.0,82.6,7000.0,101.6,1562.0,217.0
74795,51.207073230000006,1.172078524,10.4,70.4,5564.2,91.2,1326.0,279.2
74796,51.20747171000001,1.173967447,22.0,82.8,7719.4,84.4,1867.2,444.8
74797,51.284276590000005,0.170016983,33.4,90.6,19254.2,180.8,2749.2,843.4
74804,51.39963118,0.441019475,0.5,465.75,44254.25,213.5,8708.25,4566.5
74805,51.39867255,0.45247018200000005,15.4,219.8,10859.6,102.4,2736.0,235.0
74806,51.42727577000001,0.328843132,0.0,1528.4,95139.2,480.8,19895.2,9577.6
74808,51.426036380000006,0.332376486,0.0,144.6,10244.2,49.2,2189.8,1019.0
74809,51.42563863,0.32976685699999997,36.25,155.0,21165.75,83.75,3281.25,481.25
74810,53.76063949,-1.571002021,42.2,116.2,17679.0,254.0,2873.6,501.4
74811,53.74657304,-1.639228649,50.25,189.75,31638.5,112.0,5804.25,2643.25
74812,53.78892678999999,-1.564035056,135.0,163.6,16421.8,333.2,4282.6,481.0
74814,53.798409879999994,-1.528562538,244.8,251.6,27655.8,1538.0,4269.6,880.4
74814,53.798409879999994,-1.528562538,244.8,251.6,27655.8,1538.0,4269.6,880.4
74815,53.80679385999999,-1.534998134,74.4,52.0,8031.2,101.6,1748.4,134.8
74816,53.80828825,-1.5346839668,303.4,117.6,13628.2,654.4,2318.8,225.8
74817,53.80814495,-1.53574247,182.8,176.8,42760.8,453.2,4556.8,532.8
74818,53.80116762,-1.5687667509999998,431.4,215.6,27036.4,506.0,4256.4,608.8
74819,52.47758028,-2.067241635,34.6,120.6,13335.6,101.6,2809.4,580.4
74820,52.55104404,-2.026502717,66.4,95.0,18871.6,268.4,4152.8,1634.4
74821,52.47669427999999,-2.0382359759999997,22.0,95.0,9942.4,141.2,2194.8,670.8
74824,50.82068172,-0.138203355,378.4,113.2,6394.8,655.0,1108.2,187.4
74825,50.82065681,-0.136642608,378.4,113.2,6394.8,655.0,1108.2,187.4
74826,50.82603812,-0.13571840400000001,465.6,202.0,9777.2,1396.6,2084.8,276.6
74827,50.82620654,-0.13500173,966.6,261.6,10085.4,59.6,2493.6,258.2
74828,50.82710531,-0.134965914,452.8,200.2,9732.4,1259.6,2082.4,275.4
74829,50.82828279,-0.135486986,425.6,42.0,5634.8,1233.6,1234.8,185.6
74830,50.82826691,-0.134493624,1966.6,404.6,14994.0,312.6,3008.0,386.6
74831,50.82916795,-0.13459970699999999,297.2,78.0,9325.6,202.2,1629.6,162.4
74832,50.90371775,-1.5030531980000001,8.8,141.6,11740.0,80.0,2233.8,438.0
74833,50.94050796,-1.527426204,23.0,62.0,6089.4,47.2,1774.6,358.8
74834,50.94078634,-1.5295582980000002,0.6,29.4,3314.6,16.8,1153.6,303.8
74835,50.9409518,-1.525998426,0.6,29.6,3695.6,15.0,1303.6,392.2
74836,50.84647235,-1.013474567,0.0,299.25,32938.25,99.0,5767.0,1334.5
74836,50.84647235,-1.013474567,0.0,299.25,32938.25,99.0,5767.0,1334.5
74837,51.05050943,-1.299472143,10.2,245.4,15268.8,105.2,2809.4,539.2
74838,51.04926598,-1.302058793,0.0,397.4,89612.8,415.4,17121.4,11881.4
74839,51.04927023,-1.302772034,0.0,31.0,5106.6,31.2,767.4,622.2
74840,51.10038881,-1.34113587,19.0,128.6,13453.8,112.6,1914.6,421.0
74841,51.17348429,-1.339236847,1.0,29.0,3756.4,39.2,636.6,232.4
74842,51.17383505,-1.3376583420000001,33.4,87.6,8382.8,82.4,1586.6,465.8
74843,51.17445634,-1.3362189759999998,16.8,43.8,4191.6,41.2,793.4,232.6
74844,51.17635263,-1.337622284,33.4,87.6,8382.8,82.4,1586.6,465.8
74845,51.17591518,-1.33977432,33.4,87.6,8382.8,82.4,1586.6,465.8
74846,51.17574342,-1.34120728,33.4,87.6,8382.8,82.4,1586.6,465.8
74847,51.17465478,-1.339506218,46.8,330.8,38968.6,210.6,7106.8,3192.4
74848,51.17519587,-1.339784589,107.6,311.8,36767.2,284.2,6439.4,2532.8
74849,51.17447818,-1.340080928,9.0,32.6,3025.8,27.6,598.4,183.6
74850,51.19160786,-1.669536605,6.4,87.4,7114.2,29.4,1457.6,368.8
74851,51.190471436,-1.6708726444,0.0,34.0,2937.0,10.0,660.4,264.8
74852,51.19341105,-1.6712409649999997,0.6,39.0,2936.6,9.8,644.6,207.0
74853,51.270258200000015,0.523762333,71.8,53.2,7641.8,85.2,943.4,86.6
74854,51.27120282,0.521663481,48.4,247.2,23223.2,282.0,3516.4,678.4
74855,51.27185353,0.524853413,51.8,202.8,20824.0,245.2,2881.0,648.2
74856,51.27238913,0.520868178,22.6,2.0,909.2,437.4,191.0,28.0
74857,51.27268022,0.5198804570000001,36.2,2.0,880.8,698.0,271.2,14.2
74858,52.34287322,-1.337951192,18.8,57.4,7369.4,31.4,1167.2,647.2
74859,52.34483858,-1.3357199359999998,22.4,51.0,8842.2,27.8,1188.4,592.2
74860,52.44213691,-1.426206123,0.0,56.2,12684.4,58.8,2420.8,1681.4
74861,52.439359409999994,-1.428154584,179.2,113.0,21253.4,176.6,2220.4,379.8
74862,50.79810622,0.054747557999999995,77.0,63.2,5717.0,97.0,2416.6,687.6
74863,50.79643861,0.057512535,108.2,22.4,4526.0,143.2,1060.2,151.8
74864,53.41102061,-2.163635826,31.25,24.25,2977.0,62.75,489.75,94.25
74865,53.367527100000004,-2.509873325,0.0,471.0,119000.4,408.6,24940.4,22113.6
74866,53.39853519,-2.510544883,0.0,446.8,101246.4,470.6,19673.6,13619.0
74867,53.39717729,-2.512784461,0.0,109.6,24699.0,114.4,4719.0,3276.0
74868,53.39980317,-2.50830409,0.0,109.6,24699.0,114.4,4719.0,3276.0
74869,53.39800551999999,-2.508282657,23.4,93.6,17744.0,52.2,3777.4,1287.8
74870,51.60444814,-0.693757669,0.0,68.6,10298.4,69.8,1595.8,904.0
74871,53.77062153,-0.6746618259999999,0.0,129.0,18506.5,130.25,3964.5,4367.75
74872,50.43281886,-3.801795491,79.6,247.4,27768.8,248.2,5090.6,2063.8
74873,50.43121615,-3.8007489910000003,0.0,34.2,2442.4,28.6,658.8,154.2
74873,50.43121615,-3.8007489910000003,0.0,34.2,2442.4,28.6,658.8,154.2
74874,50.43307325,-3.8027908339999996,7.2,81.4,3483.4,95.4,886.6,311.2
74875,50.50743882,-3.7626071419999993,91.8,278.8,31266.0,283.0,5726.0,2304.2
74876,50.53564592,-3.616192635,81.6,215.0,14770.2,266.8,3052.8,271.2
74877,50.643049846,-4.3107700784,5.2,28.2,2429.8,20.4,515.8,121.0
74878,50.64196384,-4.313735223,0.0,5.5,1063.5,6.0,239.5,103.0
74879,50.64408081,-4.306766702,6.6,95.8,13368.0,44.2,3306.2,1582.8
74880,50.70713177,-4.061993971000001,2.2,79.2,6119.6,60.6,1574.8,608.6
74881,50.70718182,-4.059163443,0.0,22.0,16580.6,64.0,2680.6,1650.8
74882,50.77095923,-3.0039777119999997,14.75,45.5,2776.5,64.75,490.75,148.0
74883,50.79550616,-3.2038594380000007,43.2,113.6,12474.8,108.0,2687.2,269.8
74885,52.550288890000004,-2.095816044,60.6,220.2,26177.0,276.2,5015.2,1432.6
74886,52.57974753,-2.125690591,71.0,192.0,25959.666666666668,525.0,3588.6666666666665,637.0
74888,53.77866951,-1.5371299059999999,12.8,33.2,5694.6,123.6,1648.6,250.8
74892,53.79680103,-1.530857797,55.2,138.8,24069.0,122.0,3784.4,1161.8
74893,53.117881139999994,-1.0810701040000001,3.2,146.4,13173.4,38.6,3220.2,1394.6
74894,52.995089959999994,-2.095906427,19.8,50.4,10391.4,151.6,2124.2,881.2
74895,53.01383859,-2.135595829,29.4,83.6,12714.8,234.2,1996.8,291.2
74896,53.05157324,-2.210752955,78.2,58.8,10078.6,126.6,1784.8,435.4
74898,53.03043063,-2.165469736,26.0,67.8,10786.8,135.6,2678.0,244.6
74899,53.05619578999999,-2.188037778,81.2,86.2,15369.6,301.4,2339.4,172.0
74900,52.98201822,-2.134453394,38.0,56.0,9322.6,46.6,1111.2,294.2
74901,53.07128422000001,-2.196222788,41.8,113.0,16581.6,224.8,2833.8,303.8
74902,53.04368895,-2.172232541,59.6,80.2,11985.4,54.8,1758.6,527.0
74903,53.02423831,-2.157991626,51.6,186.6,19643.8,973.4,2909.0,244.0
74904,53.57399035000001,-0.09254861699999999,74.0,274.6,25819.0,82.0,6350.4,1818.6
74905,51.51423777,-0.072446149,1031.3333333333333,1307.0,9569.0,1820.6666666666667,2418.0,1097.0
74906,51.545178869999994,-0.035443613,320.2,1010.6,32776.2,970.0,8360.0,1606.6
74908,51.45852554,-0.182035565,974.2,1897.2,29910.2,104.8,7056.2,972.2
74909,51.45845797,-0.183477718,528.0,847.6,16136.2,960.0,3239.8,698.2
74912,52.47900267,-0.9240743950000001,6.0,13.4,3658.6,30.2,495.0,109.6
74913,52.47746393,-0.9229340090000001,94.2,42.8,7070.6,18.4,953.8,129.4
74914,52.60031095000001,-1.1871692109999998,38.6,90.6,35990.8,105.0,4814.6,854.2
74915,52.60165219,-1.186110824,49.4,51.8,15246.8,50.2,2924.0,1251.8
74916,52.60084826,-1.186863969,154.4,228.8,35496.6,187.4,5311.2,1645.6
74917,52.59923431,-1.187484422,0.0,87.2,20987.6,64.8,4115.2,1464.6
74918,52.79891308,-1.044496224,2.0,6.0,1271.2,3.0,263.6,187.4
74919,52.79728206,-1.042900489,14.2,79.4,4363.8,31.6,1173.4,561.6
74920,52.795748079999996,-1.042192601,0.0,7.2,992.8,6.8,249.8,224.6
74921,52.79800351,-1.043181291,73.8,209.0,24644.8,193.0,4317.6,1687.0
74922,51.55256833,-0.450184254,72.0,98.8,15055.6,466.2,2190.6,437.8
74923,51.553119173999995,-0.44831924700000003,68.2,281.8,26259.4,466.2,3145.4,803.0
74924,51.5542284,-0.44652171799999996,0.0,110.0,5227.4,136.0,721.4,278.6
74925,51.55106348,-0.44518717700000005,65.8,85.8,10202.2,186.8,835.6,305.2
74926,51.55428558,-0.450847117,26.2,1013.2,67416.2,486.4,12531.4,4348.0
74927,51.55098693,-0.439420405,662.4,1511.6,73293.8,1793.2,12210.4,3459.4
74928,52.39532799,-1.173156994,0.0,138.4,69321.2,385.6,14150.2,19567.6
74929,52.40426923,-1.179016585,0.0,175.4,42950.4,220.0,9127.2,14563.8
74930,52.4049442,-1.185618825,0.0,9.5,2273.0,12.0,475.5,754.0
74931,52.40428756,-1.181662112,2.5,40.0,12840.75,25.75,2823.25,3100.75
74932,50.72329884,-1.9616978030000003,139.6,220.2,16689.8,256.6,2336.6,190.0
74933,50.72257871,-1.959573417,75.2,149.8,14918.8,317.2,2289.4,214.4
74934,50.72302942,-1.962831349,168.4,248.0,16959.4,315.2,2465.6,341.0
74935,53.56642617,-2.883247659,58.2,41.0,8846.0,325.8,1125.4,159.8
74936,53.6985713,-2.330902686,0.0,18.0,9193.0,19.0,1900.0,1093.0
74937,53.78395071,-2.2995516019999998,37.8,22.0,4288.8,25.0,1270.8,451.2
74938,54.13777438999999,-2.61372984,9.4,19.4,2647.2,36.8,647.6,171.6
74939,54.07125864,-2.7710658219999997,0.0,218.5,49424.25,235.5,9329.5,6527.25
