CP,S Ref Latitude,S Ref Longitude,bicycle_aadf,motorbike_aadf,car_aadf,bus_aadf,light_goods_vehicle_aadf,heavy_goods_vehicle_aadf
51,49.91502292,-6.317072963999999,238.2,96.8,539.4,27.0,379.0,40.4
52,49.91234266,-6.305685679,87.4,79.4,629.0,9.0,221.8,11.0
53,49.91714081,-6.306113756,181.8,142.6,777.2,32.2,403.8,29.4
54,49.91781028,-6.298996455,61.2,54.8,342.8,6.0,251.6,34.4
55,49.91858504,-6.295093656000001,33.6,20.8,165.6,0.0,150.8,15.2
60,52.96782793,-0.9607578479999999,39.4,135.8,13376.0,92.4,2680.2,1028.8
61,55.85186828999999,-4.270159054,67.4,47.0,6031.0,128.8,1001.2,193.0
62,55.943146700000014,-4.014292268,0.0,198.6,45573.8,227.2,8883.0,6067.6
63,55.83607715000001,-4.180267528,0.0,221.6,51346.0,236.2,8607.0,7574.2
64,51.01867423,-3.10528354,675.6,119.6,12663.4,370.4,1992.4,178.8
501,51.578384022,-3.0331031562,0.0,366.2,91133.2,487.4,14786.6,9128.4
502,51.525189999999995,-3.720044465,0.0,162.2,52800.2,165.8,9771.8,5208.8
503,51.67537878,-3.9812998760000005,0.0,222.0,51478.0,161.0,10472.2,4239.2
505,53.22008143000001,-4.158239803,81.8,68.2,10577.6,167.0,1188.0,71.6
506,53.12266191,-4.0016571160000005,17.8,33.0,1654.0,19.6,496.2,71.4
508,52.96217509,-3.119702564,11.6,152.2,4513.2,84.8,887.2,352.0
509,51.79684244,-2.726434945,0.6,65.4,18532.0,99.8,4239.6,3846.4
510,51.84024887,-3.090006725,34.6,159.4,6220.2,42.0,1011.0,313.8
512,51.951468999999996,-3.6019992299999997,1.8,65.8,2529.4,37.4,798.4,364.8
514,51.86721874,-4.252634039,18.6,120.6,7637.4,46.2,1269.8,317.2
515,51.81894357,-4.685548935,0.0,22.0,9123.6,49.2,2294.0,714.4
516,51.93039276,-4.993778463,9.2,109.4,5145.6,44.0,856.0,285.6
520,51.54913547599999,-3.712369046,25.6,58.6,4727.8,66.8,1069.0,123.0
521,51.47709918,-3.513319138,23.4,139.0,10601.2,87.6,1722.6,285.4
522,51.46710306,-3.26824372,30.2,67.0,16709.0,190.2,2956.8,354.2
524,53.2666872,-3.941950429,0.0,114.8,21779.2,129.0,4178.6,1711.6
525,53.289713798,-3.6242789030000004,0.4,241.2,40965.8,181.0,6331.2,2185.8
526,53.271133940000006,-3.337743029,0.0,106.2,32040.8,156.4,6396.2,2274.2
527,53.16409453,-3.027382177,0.0,240.2,26738.8,64.6,4265.8,1860.0
528,52.651484284000006,-3.2052476646000003,2.8,37.0,3242.0,24.8,762.2,186.0
530,51.75617133000001,-3.4381349373999996,3.2,69.6,17383.4,165.8,3956.2,1224.6
532,51.812110088,-3.0181435926000004,6.6,173.8,19960.6,76.4,3874.8,1301.6
533,53.24096228,-3.799615172,5.2,71.0,5707.2,60.8,1347.0,253.2
534,52.944744590000006,-3.936128628,1.0,23.4,1139.2,11.6,366.8,44.0
535,52.748450379999994,-3.853328777,1.6,56.8,3447.6,56.0,790.4,233.8
536,52.455126240000006,-3.476758111,2.2,52.2,4894.0,55.0,829.6,520.8
538,52.00639483,-3.287121884,0.0,30.8,3108.0,63.6,629.6,503.8
539,51.82669151,-3.45245379,1.8,32.2,4606.2,23.2,1004.2,278.8
540,51.64637571000001,-3.3194919639999996,4.6,192.2,33679.0,270.2,6685.2,1658.8
541,51.54755917999999,-3.2669323560000003,0.2,285.4,58487.6,336.2,10035.0,2915.8
542,51.79094944,-4.538616196,3.0,40.0,5498.0,129.0,1393.0,672.0
544,51.81698234,-4.002451765,27.0,89.2,6662.4,66.0,1169.8,173.0
545,52.13810805000001,-3.549303992,0.0,87.0,1081.6,23.4,216.4,218.4
546,52.267179586,-3.3414195479999997,13.0,77.0,5843.2,76.8,1383.0,263.6
547,52.52023309,-3.2861299610000003,5.2,124.8,8174.0,54.2,1981.6,869.8
548,52.68245026000001,-3.114426477,3.2,38.2,6136.8,33.6,1435.4,741.6
550,53.07029261,-4.283596306000001,15.6,60.6,8240.0,138.8,1716.2,450.0
552,52.67289842,-3.872315028,1.0,42.2,1929.2,64.0,348.8,183.2
553,52.41935711,-4.0609667080000005,100.6,32.8,10083.2,166.2,1709.0,262.0
554,52.170222530000004,-4.330024914,1.6,41.2,3403.8,85.0,734.8,321.6
556,52.618288918000005,-3.7621560540000005,4.2,22.6,2669.2,28.4,562.6,158.8
557,52.95234753,-3.48989329,0.0,490.8,4011.6,45.0,950.8,266.8
558,53.154908590000005,-3.1379772139999997,15.8,77.6,6401.8,45.0,997.8,383.8
559,53.19302986,-3.0491787610000003,16.4,406.0,55698.2,194.6,8896.6,3434.4
560,51.604569946000005,-3.0084510486,54.6,238.0,30615.4,552.2,4723.4,788.4
563,51.80304161,-2.6975290139999997,18.4,100.0,3573.4,51.8,724.2,109.6
564,51.691877653999995,-3.1301473958000003,6.8,92.8,11085.4,58.2,2105.0,593.8
569,51.69823038,-3.035223101,8.6,181.2,25244.2,195.2,4380.2,773.2
571,51.535141120000006,-3.442142896000001,63.4,81.8,9393.2,112.8,1480.8,268.2
574,52.05906426,-4.33521816,2.4,12.2,1176.4,31.6,329.4,79.4
575,51.78686877,-4.106268025,3.4,44.0,6876.0,106.4,1340.0,145.2
576,51.801693869999994,-4.7309884248000005,4.2,46.6,3031.8,35.0,700.8,200.8
577,51.67727577000001,-4.70608638,9.4,48.6,2238.0,92.2,330.6,51.6
578,52.21704305000001,-4.233920027,3.4,16.4,2299.4,55.0,448.4,216.6
579,52.04188405,-4.48015051,18.8,27.6,3116.4,89.6,735.4,208.4
581,51.685497874000006,-4.1538600624,17.8,106.8,18801.2,373.2,1924.4,233.0
582,52.15073672,-4.047656781000001,3.6,13.0,1712.6,34.0,549.8,119.8
583,52.03391144,-4.333906661,4.2,6.0,2151.6,47.2,618.0,127.2
584,52.318214892,-3.1159169312,3.6,32.0,1054.8,9.2,361.8,92.6
586,52.74870754999999,-3.9274230280000006,3.2,12.2,1547.8,32.0,460.4,60.8
587,52.67342592999999,-3.3311798379999997,2.2,5.4,697.0,3.6,195.8,83.0
588,52.94059076999999,-3.9969608019999994,4.4,8.0,1554.8,12.6,123.0,113.4
589,52.75706308,-3.9277920180000003,9.6,27.2,2229.8,56.4,629.6,134.4
590,52.88769818000001,-4.423379386000001,29.8,28.8,8090.4,91.6,1757.0,190.2
592,52.84118646,-4.498302727,6.2,25.6,2155.0,18.8,624.4,73.6
594,53.22369499,-3.42095579,15.6,53.6,7130.8,151.4,1306.2,342.2
595,53.05802953,-3.184856124,36.2,84.8,4139.6,35.0,781.8,187.4
599,52.980719,-3.07511132,39.8,114.2,7543.6,228.4,1030.6,142.2
600,53.16421749,-3.1232654980000003,18.0,126.8,8817.0,32.4,1322.0,441.8
602,53.051910234000005,-3.2143625487999996,8.8,81.0,844.8,9.4,206.2,39.8
604,53.32663960000001,-3.404554964,48.2,68.2,11527.0,98.6,1704.6,160.2
605,53.26274943,-3.159879315,6.6,116.0,10994.8,146.6,2324.8,478.8
606,53.33560893,-3.421430032,125.0,68.6,11746.2,135.6,1565.4,132.2
607,53.21473722999999,-3.648748424,10.4,61.2,993.8,8.2,288.6,54.8
611,51.78244018,-3.208934485,14.5,42.0,13607.0,116.0,1737.5,346.5
612,51.7827503,-3.2480841650000003,3.4,31.4,8220.8,49.6,1740.0,235.4
617,51.61006073,-3.37331761,26.4,148.2,20239.8,290.8,3668.6,443.4
619,51.69042065,-3.398462917,16.8,72.0,15771.8,117.0,2818.2,601.4
620,51.6502571,-3.519080259,11.8,53.6,1807.4,1.0,597.8,31.2
622,51.62403252,-3.662670737,2.4,14.6,5705.8,38.4,914.0,72.2
626,51.77480207,-3.7834722910000003,16.4,68.0,4825.2,35.4,923.0,85.4
627,51.94071429,-3.8988712639999994,3.2,10.2,1862.2,104.4,592.6,135.8
629,53.22740099,-4.518193876000001,16.8,15.0,1548.8,19.2,365.2,44.0
630,53.116501500000005,-4.217303858,11.2,34.0,2569.6,32.8,502.2,55.0
631,53.10706827,-4.092813794,34.4,29.4,1324.0,37.4,319.8,38.2
633,51.493554222,-3.658925877,7.6,77.4,9804.8,101.6,1010.6,79.2
638,51.47245232,-3.186754217,102.6,39.4,8211.4,234.0,1165.4,232.6
639,52.40062009,-4.06963346,29.0,73.2,11229.0,317.4,2145.0,439.0
640,51.67165759000001,-4.704015597,14.6,17.8,2877.0,109.4,394.0,38.6
642,51.480503127999995,-3.1665632070000003,306.6,131.2,27329.6,60.2,2238.6,348.0
644,52.94459386,-3.742637174,3.4,46.4,1762.0,11.8,324.0,138.8
646,51.500963260000006,-3.4132571030000003,63.6,51.6,3819.6,13.8,569.8,85.0
647,51.519303300000004,-3.6920042089999994,7.0,117.2,13443.8,46.6,3181.0,838.4
648,51.67442299,-3.794682451000001,25.2,41.0,5198.8,64.6,817.6,34.8
650,53.29617957000001,-4.224652741,2.2,105.0,5882.4,65.6,1047.8,119.4
651,53.05923912000001,-3.1951405339999996,0.0,47.4,1706.8,5.0,366.2,73.2
653,53.04938317,-2.996456124,72.8,73.0,15341.6,51.6,1550.4,100.8
655,52.22420767,-3.085507933,1.0,30.6,2416.0,32.0,493.8,518.6
656,51.718456270000004,-4.0481725619999995,10.4,70.8,5154.0,103.8,965.6,87.8
661,51.69385619,-4.928448929,41.0,77.8,15384.6,149.0,2866.0,725.8
664,51.565273669999996,-3.0112803610000003,46.0,184.6,21809.4,106.4,3790.6,1694.8
666,53.20156852,-4.097416731,5.0,69.8,8245.0,117.0,1633.6,298.0
667,53.20067687000001,-4.172237269,20.4,97.4,9218.8,50.2,1213.4,347.4
668,53.282606900000005,-3.8301362819999993,17.2,52.6,5447.0,231.6,810.4,45.2
700,55.92722007,-3.4419356910000003,0.0,179.6,54119.6,362.6,11743.8,6186.2
701,55.86095167999999,-4.404642133,0.0,390.8,94596.4,911.2,12090.6,6157.6
702,55.91439321,-4.505572605,0.0,59.0,21621.8,335.8,4170.8,1585.2
703,55.96170391,-3.412781028,0.0,157.25,28065.0,221.75,5609.25,3410.0
704,56.00961073999999,-3.7418997779999996,0.0,124.4,29782.0,238.0,6244.8,3185.2
706,56.23211108,-3.417880629,0.0,139.25,25155.25,300.5,4771.0,2639.0
707,56.08851384,-3.4029559839999997,0.0,217.75,26034.75,311.0,4408.5,2263.5
708,55.88252950000001,-2.3100841340000002,0.0,145.6,5064.0,57.6,1329.6,1433.2
717,55.832162489999995,-3.9493565770000005,0.0,138.4,46902.2,345.2,9666.8,6413.8
720,57.960822698,-4.0363858524000005,9.8,213.2,6556.6,49.6,856.2,1165.6
721,57.80373228999999,-4.054555551,2.2,60.4,5600.0,48.8,1277.0,504.8
722,56.680138364,-3.6926244059999993,1.6,95.0,8245.6,129.0,1877.4,1231.6
724,56.22539684000001,-3.916051022,0.2,66.8,19887.8,204.2,4524.2,2800.4
725,55.89372621,-3.069701266,11.0,187.0,7881.8,272.4,1862.8,498.8
725,55.89372621,-3.069701266,11.0,187.0,7881.8,272.4,1862.8,498.8
728,55.57136443,-2.6549287390000003,8.2,86.2,8856.4,132.6,2244.6,690.8
729,55.46538582000001,-2.553528747,4.6,69.0,2637.6,69.8,557.4,242.2
730,55.76956917,-3.871303132,12.4,13.2,5883.0,146.2,1089.6,415.0
731,55.675135139999995,-3.7856842619999993,6.2,60.0,13227.2,266.4,2142.4,710.2
732,55.51645989,-3.6883663980000003,0.0,5.2,3579.0,44.4,1068.2,661.0
740,54.90245563999999,-4.0289457539999995,4.8,23.4,4518.0,79.2,1201.4,848.8
749,55.59163646,-4.478605862,0.0,61.6,22615.8,258.2,3240.8,1626.0
752,55.03529077,-5.002900611,0.0,21.0,1654.0,70.6,613.2,557.8
754,55.65000149,-4.814526513000001,168.0,52.4,5789.0,149.2,919.8,146.4
758,57.30119594,-4.469681499,10.0,97.2,2294.4,76.0,703.0,319.2
759,56.85327878,-5.037188089,8.4,94.2,4001.2,150.4,1147.4,414.0
760,56.677699505999996,-5.138448145,67.6,238.0,3764.8,102.4,487.4,227.8
761,56.342498899999995,-4.717747566,4.8,125.8,2452.0,82.4,362.6,97.2
763,55.92090892,-4.417958712,29.0,134.4,24589.2,150.0,3594.8,713.0
764,56.2254579,-4.850145699,0.0,48.4,2840.2,106.8,619.4,360.4
765,56.195386115999995,-4.067744856199999,2.8,43.2,4696.2,121.8,1127.6,651.4
766,56.41956906,-4.452763458,0.0,36.8,2157.6,54.0,437.0,218.4
768,57.28725648999999,-5.653915636,7.6,22.2,2688.0,88.6,570.6,168.2
771,56.28448077,-3.2615098340000004,2.2,43.4,4144.6,86.0,1110.0,490.6
773,57.29579608,-2.048766854,0.0,156.6,12977.4,213.0,2331.4,1340.0
774,57.026205149999996,-2.166355145,8.2,201.8,23554.6,179.2,3896.6,2630.4
781,57.54543942,-2.963282069,15.2,91.2,10085.8,126.4,1761.6,1563.0
782,57.64417229000001,-3.276494821000001,10.6,204.6,12842.4,162.0,2054.0,981.6
784,57.57679583,-3.916309778,6.6,52.0,9430.6,107.2,1740.0,1120.4
786,57.67780682,-2.7427733830000003,0.0,30.6,3220.0,56.0,980.8,322.6
787,57.62559682999999,-3.049793415,2.2,51.2,5536.6,159.4,1155.6,458.2
788,55.25395057000001,-3.458358433,0.0,14.4,3091.2,30.0,848.4,560.2
791,55.65905138000001,-3.474341172,0.0,16.6,3168.6,28.4,545.8,516.6
792,56.15822060000001,-5.47178563,0.0,36.6,1113.0,15.4,238.4,83.0
793,56.83825832,-5.081560833,114.2,166.2,7004.6,268.0,2218.2,419.6
797,57.41615179999999,-1.9250719950000001,0.0,69.8,6322.6,108.8,1580.8,1154.2
798,56.48218221,-2.9676718060000002,28.6,86.4,29299.6,127.4,6022.6,2845.8
810,55.915831049999994,-4.070371878,43.2,103.0,22010.4,338.8,3926.4,2170.6
1000,55.86952778999999,-4.139832958,0.0,317.4,73119.4,945.2,14266.8,6331.2
1001,55.86938461,-4.243720513,0.0,362.0,126959.0,579.4,24612.6,8247.8
1004,55.83962497,-4.096663797,0.0,263.6,66849.4,544.6,15448.2,9216.2
1005,55.65664504,-3.72761826,1.0,14.8,4360.4,95.0,1324.6,1053.0
1006,55.943127100000005,-3.122298202,154.6,69.4,12853.0,680.2,2115.6,301.8
1007,55.960870369999995,-4.821039247,17.8,26.8,6326.0,132.2,781.4,157.4
1008,55.87530101,-4.383147397,49.2,37.2,8316.0,65.2,999.6,218.0
1011,55.85542796,-4.245152727,88.4,64.4,12067.4,112.6,2102.2,380.4
1012,55.94193614999999,-3.2983822500000004,96.8,141.2,24921.4,921.2,3147.4,451.8
1013,58.46396449,-3.1192396689999997,10.6,39.4,2717.2,56.0,527.8,155.2
1014,56.01814497,-3.8350176879999998,15.2,49.4,12869.4,358.8,1646.4,396.6
1015,55.93123598999999,-3.2379999689999996,223.4,168.6,16608.2,443.6,3262.8,345.6
1016,55.69319449000001,-3.7037739430000003,4.2,30.6,3710.8,107.0,1065.4,543.2
1017,55.44930729,-4.53767272,12.6,47.0,8672.2,169.0,1148.0,445.8
1019,55.773840050000004,-3.8858570980000002,4.2,6.4,4906.0,65.6,1537.2,484.6
1020,55.609074129999996,-4.225651448,1.0,13.0,2685.0,5.0,1420.0,687.0
1021,55.61010134000001,-4.49882642,1.0,14.0,14140.2,500.4,2052.0,318.6
1023,55.67620678000001,-3.7984559610000006,1.0,7.0,4779.8,83.4,1230.6,249.4
1024,55.64279690000001,-3.237622322,21.8,34.6,2386.4,62.4,705.0,240.0
1025,55.83338751,-3.928659232,5.2,81.6,18445.2,152.0,5219.8,2626.2
1028,54.85557421,-5.042506558,1.2,8.0,1552.8,38.2,326.8,94.4
1029,55.86761239,-4.192471763,14.2,16.0,5949.0,411.8,1182.2,220.2
1030,56.03993418,-4.3981071069999995,5.2,7.2,1724.6,9.0,411.8,63.0
1031,55.90734200000001,-4.314872338,204.2,66.6,12981.6,417.8,1552.8,411.2
1033,55.87071159,-4.269372614,78.8,103.6,16687.4,362.6,2369.8,284.8
1034,56.381508780000004,-3.9319822049999997,4.2,145.2,2502.4,63.6,575.6,162.4
1036,55.91361157,-3.563028988,6.4,64.4,7699.0,111.0,2362.6,843.4
1037,55.86187779000001,-4.001661479,5.6,42.2,17115.4,483.0,2895.8,533.0
1039,56.01302933000001,-3.4034259810000003,73.6,596.4,65130.6,433.6,10136.0,5283.0
1040,56.17917482,-3.6301937420000003,9.4,119.4,3132.4,35.0,482.0,140.4
1041,57.17180626,-2.094245506,175.2,166.6,18264.6,988.4,3349.6,1527.6
1042,57.14124838,-2.113169815,344.4,179.4,13947.0,1073.0,2116.2,354.6
1043,56.90699499,-2.224936255,1.0,50.4,3513.8,79.0,659.0,402.0
1044,56.66861865,-2.51231255,0.0,31.4,4746.2,100.4,1275.0,414.8
1045,56.47635226,-2.894468135,43.8,114.2,17926.6,146.2,2987.2,997.0
1046,56.44067318,-2.932555958,2.4,88.6,17689.6,217.6,2889.8,927.6
1047,56.13442431,-3.132049247,17.0,71.2,13315.2,205.4,2270.4,487.2
1048,56.060315579999994,-3.268632789,0.0,59.4,3549.0,76.0,820.8,167.4
1049,57.06421934,-2.58206241,3.2,24.4,3095.0,31.0,346.8,233.0
1050,57.05841317000001,-3.119467203,3.2,18.0,1094.8,24.2,181.8,89.6
1051,56.58984109000001,-3.3421765989999996,29.2,87.6,6514.8,110.0,1205.2,246.8
1053,56.61217503,-3.057347224,0.0,45.6,2047.0,23.8,464.0,372.8
1054,56.394693970000006,-3.4222991059999996,47.2,41.0,11290.8,234.2,1818.2,553.4
1055,57.44662429,-3.2679374689999996,0.0,15.4,1882.8,41.6,670.8,436.4
1056,57.24350687599999,-3.8042024642000003,5.6,27.0,3335.2,42.4,877.4,459.4
1058,57.29727484,-2.871655765,1.2,13.0,778.2,14.2,284.4,100.4
1059,56.04626985,-2.647543719,1.4,12.8,1532.0,20.8,266.0,75.4
1062,55.486623099999996,-2.6218724190000002,0.0,3.0,2150.8,46.0,624.0,260.4
1063,55.88195563000001,-3.168489891,69.0,95.4,15640.6,190.0,2606.0,674.8
1064,55.50460131999999,-3.434362254,0.0,3.0,712.6,11.4,160.2,80.2
1065,55.3796627,-3.676534769,0.0,0.0,433.8,4.0,118.4,56.6
1066,55.71319753,-3.206421891,5.2,107.8,6241.8,83.2,945.8,238.4
1067,55.98439368,-3.6139718450000005,14.8,26.0,4097.6,62.6,737.2,85.6
1068,55.82551603,-3.66804824,3.2,19.4,2091.0,17.6,733.6,574.4
1069,55.59115769,-2.8678743289999997,12.6,0.0,1242.6,1.0,384.8,65.4
1071,54.88978371,-3.8068954140000004,20.0,26.0,1906.4,22.8,404.8,60.8
1072,54.87107519999999,-4.024251551,0.0,11.2,2471.0,38.2,697.6,305.4
1074,55.23093847,-4.284684331,0.0,22.0,859.0,11.4,220.4,153.2
1075,54.86420432,-4.446224353,0.0,4.0,1111.0,46.0,221.8,32.4
1076,55.19040001,-4.825059678,0.0,2.0,796.2,33.0,245.6,110.4
1077,54.84129302,-4.987686684,7.4,24.8,1926.6,36.0,346.8,103.2
1078,54.96943187000001,-5.076744953,1.2,3.0,561.8,26.8,212.2,41.0
1079,55.34773553,-4.777257472,10.8,4.0,1373.8,36.0,282.4,77.6
1082,55.72055732,-3.7829805989999996,0.0,42.4,4321.6,86.0,1225.8,443.2
1084,55.7735421,-4.034119821,23.8,47.6,18473.6,855.2,2765.2,650.8
1086,55.843548250000005,-4.023400197,24.4,41.6,20435.6,233.4,4322.0,1312.8
1088,55.69519778,-4.080966758,1.0,35.2,5675.8,96.8,1222.2,312.6
1089,55.84851060000001,-4.429435498999999,92.2,48.4,14458.8,291.4,3115.2,580.4
1090,55.85032662,-4.253805196,391.4,18.0,4536.2,1742.6,409.2,64.0
1091,55.82126634,-4.365472925,30.6,18.6,15777.0,66.2,2597.8,497.2
1092,55.84544346,-4.370136808,133.4,26.8,8411.2,637.0,1138.8,211.2
1093,55.62440649,-4.672890535,44.8,65.6,12929.0,536.8,1579.2,337.8
1094,55.88313421,-4.3260627519999995,117.8,108.4,35631.4,155.0,4983.4,477.6
1095,55.94569872999999,-4.776686364,8.4,84.6,14098.6,798.4,1000.8,176.0
1097,55.84306998000001,-4.21792442,41.2,46.6,11111.4,408.6,3108.2,697.0
1098,55.89556534999999,-4.083686824,13.8,26.0,8298.2,40.2,1676.2,286.4
1099,55.54532126,-4.638980731,11.4,6.6,7562.6,102.0,883.2,146.4
1100,55.90999287999999,-4.6429082710000005,1.2,15.8,3819.4,93.4,693.0,207.0
1101,55.82387795000001,-3.2625214369999993,4.0,5.2,1386.8,7.2,309.6,105.4
1102,55.95731837999999,-3.6897323380000002,7.4,33.0,8397.6,25.6,1800.4,900.4
1103,55.98877316000001,-3.6895013669999996,7.2,34.2,5606.6,73.0,986.0,159.6
1104,56.00618078,-3.8297990210000004,18.0,46.4,13870.0,244.0,2705.2,524.6
1106,55.86862902,-4.270210139,96.0,65.6,7151.2,22.2,1099.0,223.0
1108,55.92842021,-4.378404,25.6,58.6,10711.4,144.6,1726.4,312.4
1109,56.131451909999996,-4.213905337,4.2,34.2,5233.2,83.0,1224.4,438.4
1110,55.96916085,-4.565206166,3.4,20.8,9204.8,160.2,1473.4,474.6
1111,55.91633266,-4.4448809030000005,9.2,12.4,6041.2,229.6,1093.2,164.0
1113,56.22332034,-5.030695163,3.2,8.0,1146.6,28.0,425.4,197.4
1114,56.400126969999995,-5.02366934,5.2,12.2,1062.8,35.2,177.6,96.6
1115,56.22610053999999,-4.296798761,17.2,58.6,952.2,10.0,154.8,46.4
1116,56.53791521000001,-3.6813575569999997,1.2,16.0,673.6,14.2,128.8,25.6
1117,56.17751601,-3.585016108,1.2,20.0,1397.4,33.0,278.4,72.6
1118,56.56257469,-3.781719862,6.4,33.6,736.0,5.0,281.8,50.2
1119,57.36701564,-4.720427161,4.2,2.0,529.2,9.4,76.8,18.0
1120,57.71128796000001,-5.676935305,13.0,55.4,1016.4,29.2,138.6,49.0
1121,57.54090014999999,-4.325464726,1.0,24.0,1469.0,47.2,468.6,135.0
1122,58.39756654,-4.367953906,6.2,6.0,118.0,2.6,29.0,6.0
1124,58.642786799999996,-3.1094523769999998,26.2,52.4,624.0,48.2,120.6,12.2
1125,58.50495625,-4.612089368,4.4,8.0,413.6,24.2,57.8,32.8
1128,55.83837409,-5.128457098,7.2,13.0,183.2,0.0,15.8,40.8
1129,55.78404675,-6.308114542,7.4,12.2,922.4,15.4,232.6,81.4
1130,56.44071173,-5.683370642000001,13.0,16.0,559.8,28.0,97.6,50.8
1131,57.39818938999999,-6.201275081,9.0,32.2,2456.4,129.2,652.8,200.2
1132,57.15377202,-5.8012001710000005,21.0,21.0,1235.2,25.2,212.4,35.8
1133,57.59024622,-6.371473877000001,10.8,30.0,1060.2,35.2,128.0,41.0
1134,58.21986238,-6.395236532000001,32.333333333333336,52.666666666666664,5455.0,78.0,952.3333333333334,195.66666666666666
1136,56.81802606,-5.135954728,7.2,20.0,112.0,6.4,44.6,6.6
1138,57.59388041999999,-4.427580518,6.2,58.2,8815.8,84.2,1234.2,416.6
1139,57.31324163000001,-6.319536933999999,0.0,0.0,430.4,0.0,92.8,59.0
1140,57.58813299999999,-7.442680519999999,7.2,0.0,671.2,10.0,76.6,11.8
1141,57.55913554,-7.320966689,31.6,13.0,477.0,44.6,244.6,179.8
1142,56.054602799999984,-3.9194546939999997,9.4,9.8,5028.6,90.8,966.8,660.2
1143,55.88267637,-4.254081363,12.0,27.8,9321.4,423.0,1898.4,547.6
1144,56.68146908,-5.598242442,0.0,4.0,250.0,9.0,115.4,19.2
1145,55.99136462,-5.192138712,7.2,3.0,570.6,19.2,155.6,51.6
1146,57.37449843,-5.4945139229999995,3.2,73.2,890.0,19.2,220.2,61.2
1147,58.251338399999995,-5.017843900000001,6.2,26.0,590.8,30.6,75.6,6.4
1148,57.39906510000001,-5.496854917,7.4,83.6,1403.4,24.2,369.8,107.4
1149,55.91901287,-3.5264414460000006,3.0,70.0,18645.6,194.6,2904.6,866.8
1150,55.97673872,-3.179359103,120.6,50.4,6407.2,615.2,1296.2,492.2
1151,55.95384886000001,-3.310472667,29.4,128.8,19311.4,109.0,3554.2,836.0
1152,56.01394716,-3.621621075,9.2,10.6,4079.0,39.6,583.2,253.0
1153,56.000815169999996,-3.7283540089999994,10.0,34.2,9606.4,81.6,2161.0,1083.8
1154,56.13450934,-3.890380915,25.2,149.4,20306.2,272.0,2610.6,668.4
1157,56.07980982,-3.294982384,4.2,32.4,3659.8,16.6,796.0,310.8
1159,56.19944432,-3.247433889,4.4,19.4,3319.0,56.2,826.0,133.2
1160,56.27517124999999,-3.3435680779999997,1.0,13.8,1888.4,3.0,521.0,190.6
1161,56.33638597,-3.052941123,0.0,28.0,1852.4,16.6,592.8,151.6
1162,56.16214972,-3.0964741510000002,0.0,25.2,16372.6,43.0,2436.6,939.0
1163,56.34095786,-2.80232422,22.0,32.4,6625.0,337.0,1501.4,394.8
1164,56.24588668,-2.651878262,4.2,10.2,1395.4,40.8,403.8,91.8
1166,56.45921284,-2.9752011560000002,21.2,93.4,18165.4,300.2,2659.0,423.6
1167,56.56254573,-3.5848112970000003,45.0,41.4,2971.2,120.8,460.4,187.4
1168,56.64428652,-3.084336757,10.4,17.6,830.8,19.8,214.6,124.6
1169,56.63857396000001,-3.016020622,5.2,9.0,1188.6,35.6,239.4,190.2
1170,56.468628869999996,-2.9186332360000002,12.4,48.4,12649.6,62.6,1334.0,95.4
1171,56.65441838,-2.665438119,0.0,7.0,2019.4,51.0,642.0,330.0
1172,56.80614167,-2.494536408,6.2,31.6,2565.2,28.6,540.4,150.8
1173,57.45658422,-3.7166520380000003,1.2,12.2,1315.6,20.4,291.6,110.4
1174,57.22512524,-3.3166405239999994,3.2,61.2,676.8,3.6,99.8,18.8
1175,57.34013190999999,-2.908722758,0.0,5.0,77.8,0.0,24.2,17.8
1176,57.685292819999994,-3.2963900800000006,3.2,75.2,7271.2,103.6,1072.8,166.2
1177,57.20948032,-2.61911219,1.0,10.2,3214.0,77.6,527.8,181.8
1178,57.16277917,-2.141176934,31.6,186.4,26544.6,239.0,4538.8,1497.8
1179,57.3761936,-2.338887203,0.0,40.0,3363.0,94.0,787.0,374.0
1180,57.50373082,-2.1685250640000002,0.0,7.0,608.0,15.4,181.8,69.4
1181,57.56975375,-2.1671587409999997,1.0,11.2,1085.8,9.0,404.8,137.6
1182,58.95566053,-2.956943888,1.0,8.0,1525.4,67.4,550.8,96.0
1184,58.98770604,-3.2719132380000007,0.0,25.0,682.8,46.0,178.2,47.8
1185,58.97972129,-3.289189884,7.2,7.0,671.6,34.4,196.4,21.4
1187,60.49221759000001,-1.4558587219999999,1.2,1.0,313.6,14.2,69.6,20.2
1188,60.27496620000001,-1.242525393,4.4,6.0,2219.8,38.2,433.8,227.0
1189,60.1424834,-1.267179902,4.2,18.0,2547.8,94.2,754.4,157.8
1190,60.04349564,-1.2291606529999999,6.2,23.0,2158.8,86.8,532.6,103.4
1191,60.2569297,-1.423628902,0.0,10.2,792.2,22.8,176.0,76.2
1192,57.43042629,-1.8259531250000003,1.2,18.0,1401.4,66.4,267.4,62.4
1194,57.65599714,-2.04522998,10.4,29.4,1825.8,63.6,361.4,107.4
1197,55.875401450000005,-2.1230367219999997,5.4,14.4,1446.8,39.8,276.6,35.6
1198,55.71198454,-2.6381813590000003,1.2,9.8,930.8,3.0,242.4,60.2
1199,55.94047033,-2.821239002,8.4,9.8,2078.0,7.0,454.4,25.2
1200,55.79128081,-3.215852477,6.2,20.4,4304.6,14.8,814.4,255.8
1201,55.74448807,-2.412523665,5.2,10.2,1737.2,56.0,617.0,170.8
