sqre
0.020336267
0.029857196
0.026455875
0.018393248
0.023876641
0.019687321
0.014790921
0.01875538
0.024415229
0.052157093
0.022472933
0.06651839
0.015682865
0.079370424
0.010335464
0.034578692
0.009853862
0.03422018
0.018690659
0.0044496167
0.025479767
0.0499193
0.048321724
0.04128571
0.0089351535
0.020001575
0.010861916
0.025943905
0.05527763
0.009868167
0.041677594
0.014067104
0.0027350546
0.03414727
0.07699138
0.04524064
0.043470696
0.0064259544
0.039232127
0.0530148
0.03252986
0.010014831
0.059692103
0.046358444
0.052816816
0.055246174
0.047182206
0.054951005
0.05963028
0.04111059
0.05862447
0.021302044
0.028201316
0.05631488
0.009778542
0.028827129
0.06546963
0.06009259
0.060618892
0.021721337
0.031772926
0.07947475
0.06383637
0.045211155
0.085473984
0.07781049
0.03655493
0.052244384
0.06505673
0.030902492
0.08079139
0.030952934
0.007769145
0.040042713
0.051055484
0.062343497
0.01616788
0.031592995
0.06686558
0.061537523
0.0516854
0.030484349
0.046492495
0.035574753
0.015655058
0.06810924
0.0686443
0.04204913
0.09801616
0.051445227
0.043089267
0.031648062
0.03820945
0.06961143
0.07251063
0.110555634
0.03602092
0.06506562
0.023999823
0.03721948
0.04277541
0.04723022
0.044438638
0.04998476
0.037923083
0.048549682
0.03086101
0.047905695
0.047166873
0.072757624
0.039317068
0.08470194
0.0553745
0.023520138
0.07062272
0.021968674
0.08038546
0.05874609
0.08106315
0.03257285
0.074827515
0.060059935
0.052005418
0.027851552
0.055155896
0.086560436
0.048024688
0.04504422
0.08413729
0.07101214
0.07516116
0.09386997
0.028159473
0.0562275
0.034502927
0.020117804
0.06562113
0.019752227
0.051547863
0.029064752
0.060553893
0.036060706
0.00781401
0.055089593
0.019733498
0.06675902
0.045875043
0.03154406
0.08599349
0.02636183
0.0456167
0.048338093
0.033150297
0.050428487
0.054357156
0.04987851
0.09996167
0.06166312
0.06272432
0.023869567
0.06749265
0.09981644
0.05521179
0.06221895
0.0319426
0.07582967
0.025923114
0.06262878
0.04446163
0.05742734
0.06211675
0.027155682
0.12989846
0.06926507
0.061767593
0.025843415
0.042543985
0.036099862
0.061445415
0.13344073
0.03424061
0.05135847
0.052219413
0.02016095
0.016909763
0.026937205
0.02106255
0.04947576
0.035950467
0.023976177
0.052745268
0.06264933
0.064583644
0.017399825
0.0949067
0.07458486
0.06404673
0.029284108
0.03798526
0.028812686
0.025931858
0.025599355
0.03509908
0.03610079
0.028626774
0.030243112
0.08125716
0.019143067
0.051692307
0.0474884
0.048729442
0.06967837
0.04279017
0.024287308
0.03577727
0.03583625
0.051696293
0.03418378
0.06223996
0.01867063
0.0365422
0.057872776
0.033297755
0.06324185
0.025205497
0.046631895
0.058221646
0.004635209
0.045597523
0.022960031
0.05371187
0.024714705
0.051623456
0.024429202
0.01959217
0.06161742
0.035768256
0.040094092
0.03682625
0.01740321
0.03695672
0.055071287
0.06189426
0.042358153
0.05407168
0.04792977
0.035542548
0.04411281
0.046663344
0.045047063
0.04819175
0.061657064
0.04459644
0.03559184
0.040239975
0.05512076
0.04981034
0.026924085
0.05269304
0.099956036
0.030029899
0.06837578
0.051945955
0.05192163
0.03133387
0.010145806
0.06336534
0.050402205
0.049636494
0.05589536
0.044526592
0.0380828
0.039068706
0.059756503
0.098986566
0.05305295
0.008665893
0.07672728
0.056015257
0.09214161
